ear,mear,no_detection,angry,happy,neutral,sad,scared,surprised,disgust,engagement
0.291635389,0.081822821,0,0,0,1,0,0,0,0,1
0.261983617,0.064269509,0,0,0,0,1,0,0,0,0
0.145750787,0.087418601,0,0,0,1,0,0,0,0,1
0.249557447,0.060822876,0,0,0,1,0,0,0,0,0
0.170666497,0.073678945,1,0,0,0,0,0,0,0,0
0.30003753,0.071456687,0,0,0,1,0,0,0,0,0
0.322038153,0.08134681,0,0,0,1,0,0,0,0,2
0.180476124,0.091192837,0,0,0,1,0,0,0,0,1
0.233838272,0.075343674,0,0,0,1,0,0,0,0,0
0.210417877,0.097843724,0,0,0,1,0,0,0,0,1
0.266173159,0.058131441,0,0,0,0,1,0,0,0,1
0.261140723,0.083442206,0,0,1,0,0,0,0,0,2
0.259839623,0.103669132,0,0,0,1,0,0,0,0,1
0.180936393,0.112862142,0,0,0,1,0,0,0,0,1
0.217066698,0.069935009,1,0,0,0,0,0,0,0,0
0.196489256,0.090698571,0,0,0,1,0,0,0,0,1
0.197335223,0.059587507,0,0,1,0,0,0,0,0,2
0.318254079,0.0696837,0,0,0,0,0,1,0,0,1
0.240747562,0.088829636,0,0,1,0,0,0,0,0,2
0.23971591,0.099926183,0,0,0,1,0,0,0,0,1
0.242421511,0.17500282,0,0,1,0,0,0,0,0,2
0.277313606,0.084720566,0,0,0,1,0,0,0,0,0
0.313627986,0.076481677,1,0,0,0,0,0,0,0,0
0.293494708,0.049464967,0,0,0,0,0,1,0,0,2
0.224279714,0.054310658,0,0,0,0,0,1,0,0,0
0.381216181,0.085970817,1,0,0,0,0,0,0,0,0
0.219998712,0.077633762,0,0,0,1,0,0,0,0,0
0.244353013,0.075385763,0,0,0,1,0,0,0,0,0
0.326873592,0.087648347,0,1,0,0,0,0,0,0,0
0.181502366,0.088849713,0,0,0,1,0,0,0,0,1
0.237999162,0.094948049,0,0,0,1,0,0,0,0,1
0.148672756,0.082395343,1,0,0,0,0,0,0,0,0
0.193041398,0.08731392,0,0,0,1,0,0,0,0,0
0.499867623,0.10702518,0,1,0,0,0,0,0,0,1
0.286909917,0.098550604,0,0,1,0,0,0,0,0,1
0.207718884,0.091679794,0,0,0,1,0,0,0,0,1
0.296907492,0.079478077,0,0,0,1,0,0,0,0,1
0.191774346,0.088955699,0,0,0,1,0,0,0,0,1
0.178685638,0.09933072,0,0,0,1,0,0,0,0,1
0.217958659,0.093535174,0,0,0,1,0,0,0,0,1
0.164201096,0.173227705,0,0,0,1,0,0,0,0,2
0.340615599,0.075874335,0,1,0,0,0,0,0,0,0
0.257311839,0.054603304,0,0,1,0,0,0,0,0,2
0.173562978,0.078590875,1,0,0,0,0,0,0,0,0
0.191491547,0.06236303,1,0,0,0,0,0,0,0,0
0.261064835,0.08498696,0,0,1,0,0,0,0,0,2
0.147388815,0.084602776,0,0,0,1,0,0,0,0,1
0.248225413,0.063613328,0,0,0,1,0,0,0,0,0
0.34762362,0.076867383,0,1,0,0,0,0,0,0,0
0.162707217,0.095807915,0,0,0,1,0,0,0,0,1
0.136699468,0.06600039,0,0,0,1,0,0,0,0,0
0.215020206,0.093873947,0,0,0,1,0,0,0,0,1
0.310339451,0.084598815,0,0,0,0,0,1,0,0,1
0.215126691,0.156645495,0,0,0,1,0,0,0,0,2
0.276837004,0.104431989,0,0,1,0,0,0,0,0,2
0.279879123,0.086375691,0,0,0,1,0,0,0,0,0
0.22521924,0.074186782,0,0,0,1,0,0,0,0,0
0.378429334,0.084898453,1,0,0,0,0,0,0,0,0
0.195225322,0.092951344,0,0,0,1,0,0,0,0,1
0.265761761,0.065962169,0,0,0,0,1,0,0,0,0
0.316295049,0.087585506,0,0,0,1,0,0,0,0,2
0.151197605,0.083720928,0,0,0,1,0,0,0,0,0
0.316566396,0.080096301,0,1,0,0,0,0,0,0,0
0.153226521,0.071227148,0,0,1,0,0,0,0,0,2
0.263595579,0.084023712,0,0,1,0,0,0,0,0,2
0.185931932,0.08437401,0,0,1,0,0,0,0,0,2
0.302525012,0.060919639,0,0,0,1,0,0,0,0,0
0.336374436,0.076263537,1,0,0,0,0,0,0,0,2
0.269878635,0.095828321,0,0,0,1,0,0,0,0,1
1.155759199,0.164144218,0,0,1,0,0,0,0,0,2
0.230535061,0.074293055,1,0,0,0,0,0,0,0,0
0.160776187,0.079125307,1,0,0,0,0,0,0,0,0
0.160156684,0.166052235,0,0,0,1,0,0,0,0,2
0.400839432,0.089738308,0,0,1,0,0,0,0,0,2
0.238728402,0.054588599,0,0,1,0,0,0,0,0,0
0.269630465,0.066662022,0,0,0,1,0,0,0,0,0
0.258416706,0.058285831,0,0,0,1,0,0,0,0,0
0.211469567,0.075988888,0,0,0,0,1,0,0,0,1
0.314791031,0.070563759,0,0,1,0,0,0,0,0,1
0.220252852,0.097117117,0,0,0,1,0,0,0,0,1
0.265652937,0.094150431,0,0,0,1,0,0,0,0,1
0.308498706,0.052446421,0,0,0,0,1,0,0,0,0
0.204494976,0.08092239,0,0,0,1,0,0,0,0,2
0.159972135,0.072870042,0,0,1,0,0,0,0,0,2
0.323267394,0.069968882,1,0,0,0,0,0,0,0,0
0.295866608,0.059694844,0,0,0,1,0,0,0,0,0
0.16237527,0.08018799,1,0,0,0,0,0,0,0,0
0.274818641,0.05659691,0,0,0,1,0,0,0,0,0
0.290601441,0.085912111,0,0,0,1,0,0,0,0,0
0.193247857,0.102424317,0,0,0,1,0,0,0,0,1
0.177788275,0.090083773,1,0,0,0,0,0,0,0,0
0.22510231,0.066363733,0,0,0,0,0,1,0,0,1
0.218402072,0.11831019,0,0,0,0,1,0,0,0,1
0.317040127,0.078522505,0,1,0,0,0,0,0,0,1
0.20518626,0.076292501,0,0,1,0,0,0,0,0,2
0.266367637,0.075722817,0,0,0,0,1,0,0,0,1
0.191746332,0.100430666,0,0,0,1,0,0,0,0,1
0.219373447,0.029929142,0,0,1,0,0,0,0,0,2
0.151973485,0.095622298,0,0,1,0,0,0,0,0,2
0.322268077,0.072335615,0,0,0,1,0,0,0,0,0
0.30252135,0.075506651,0,0,0,1,0,0,0,0,1
0.202099965,0.06555575,0,0,0,1,0,0,0,0,0
0.217240842,0.100051005,0,0,0,1,0,0,0,0,2
0.201217939,0.098907197,0,0,0,1,0,0,0,0,1
0.171571566,0.075756463,0,0,1,0,0,0,0,0,1
0.187934578,0.095499706,0,0,0,1,0,0,0,0,1
0.199256033,0.066866834,1,0,0,0,0,0,0,0,0
0.266349485,0.118290568,0,0,0,0,1,0,0,0,0
0.196342938,0.087930034,0,0,0,1,0,0,0,0,1
0.285146426,0.066666667,0,0,0,1,0,0,0,0,0
0.244744831,0.092182464,0,0,0,1,0,0,0,0,2
0.341270335,0.073272687,0,1,0,0,0,0,0,0,0
0.26215299,0.092175616,0,0,1,0,0,0,0,0,2
0.284929372,0.064444729,0,0,1,0,0,0,0,0,0
0.232557182,0.099989034,0,0,0,1,0,0,0,0,2
0.25204548,0.085085923,0,0,0,0,1,0,0,0,1
0.218719274,0.09600978,0,0,0,1,0,0,0,0,1
0.24126861,0.08031757,0,0,1,0,0,0,0,0,2
0.188441308,0.072945898,0,0,0,0,1,0,0,0,0
0.243092397,0.044129885,0,0,0,0,1,0,0,0,0
0.215282388,0.086851056,0,0,0,1,0,0,0,0,2
0.180162597,0.091409604,0,0,0,1,0,0,0,0,1
0.186374659,0.189204149,0,0,0,1,0,0,0,0,1
0.247416792,0.087136268,0,0,0,1,0,0,0,0,1
0.202541461,0.074175563,0,0,0,1,0,0,0,0,0
0.184706357,0.078001808,0,0,1,0,0,0,0,0,2
0.299220589,0.062941725,0,0,0,1,0,0,0,0,0
0.215965495,0.066916816,0,0,0,1,0,0,0,0,0
0.254478877,0.082968932,0,0,0,1,0,0,0,0,0
0.214383593,0.124204246,0,0,1,0,0,0,0,0,1
0.162818214,0.083583813,0,0,0,1,0,0,0,0,2
0.307032456,0.076597164,0,0,0,0,1,0,0,0,1
0.190219411,0.162070115,0,0,0,1,0,0,0,0,1
0.202910378,0.103594284,0,0,1,0,0,0,0,0,2
0.156479385,0.071532067,1,0,0,0,0,0,0,0,0
0.254306979,0.093095411,0,0,0,1,0,0,0,0,1
0.168679873,0.074288789,1,0,0,0,0,0,0,0,0
0.201586829,0.0931212,0,0,0,1,0,0,0,0,1
0.20816239,0.069072999,0,0,0,1,0,0,0,0,1
0.291469444,0.103232808,0,0,0,1,0,0,0,0,1
0.317779817,0.064605167,0,0,0,1,0,0,0,0,0
0.266138554,0.074403392,0,0,0,0,1,0,0,0,0
0.237161794,0.085721515,0,0,0,1,0,0,0,0,2
0.310150468,0.109417358,0,0,1,0,0,0,0,0,1
0.215064119,0.099087637,0,0,0,1,0,0,0,0,2
0.249211138,0.066725897,0,0,0,0,1,0,0,0,0
0.19807707,0.079835011,0,0,0,1,0,0,0,0,1
0.188204092,0.097046152,0,0,0,1,0,0,0,0,1
0.233203125,0.079134931,0,0,0,1,0,0,0,0,0
0.256168594,0.069831089,0,0,0,1,0,0,0,0,0
0.188576949,0.096194089,0,0,0,1,0,0,0,0,1
0.252312606,0.053330733,0,0,0,1,0,0,0,0,0
0.222924237,0.158304958,0,0,0,1,0,0,0,0,2
0.265912142,0.065326033,0,0,0,1,0,0,0,0,0
0.266891829,0.082260761,0,0,1,0,0,0,0,0,2
0.346837064,0.073945129,1,0,0,0,0,0,0,0,2
0.173114066,0.086796855,0,0,1,0,0,0,0,0,2
0.146126216,0.097200947,0,0,1,0,0,0,0,0,2
0.286253865,0.054365889,0,0,0,1,0,0,0,0,0
0.161817386,0.077257224,1,0,0,0,0,0,0,0,0
0.322258647,0.073868851,1,0,0,0,0,0,0,0,0
0.189573026,0.098740778,0,0,1,0,0,0,0,0,2
0.338899389,0.08836909,0,1,0,0,0,0,0,0,0
0.227390052,0.084330287,0,0,0,1,0,0,0,0,0
0.211099324,0.104362051,0,0,0,1,0,0,0,0,2
0.257053109,0.06672372,0,0,0,0,1,0,0,0,1
0.221754443,0.167092232,0,0,0,1,0,0,0,0,1
0.332851809,0.086022257,0,1,0,0,0,0,0,0,0
0.259806359,0.09373528,0,0,0,1,0,0,0,0,1
0.214343902,0.082506874,0,0,0,1,0,0,0,0,2
0.222789647,0.12298921,0,0,1,0,0,0,0,0,1
0.306079481,0.101056477,0,0,0,1,0,0,0,0,0
0.184885762,0.070468592,1,0,0,0,0,0,0,0,0
0.087909948,0.066600569,0,0,0,1,0,0,0,0,0
0.181020625,0.123148912,0,0,0,1,0,0,0,0,1
0.152174797,0.088995145,0,0,1,0,0,0,0,0,2
0.220828554,0.0922168,0,0,0,1,0,0,0,0,1
0.173132208,0.070452929,0,0,0,0,1,0,0,0,0
0.302662647,0.066757649,0,0,1,0,0,0,0,0,2
0.261236853,0.061327497,0,0,0,1,0,0,0,0,0
0.153445746,0.097030292,0,0,1,0,0,0,0,0,2
0.368594122,0.086818706,1,0,0,0,0,0,0,0,0
0.207177614,0.083824148,0,0,0,1,0,0,0,0,2
0.29373049,0.062551804,0,0,0,0,1,0,0,0,0
0.291770912,0.094084035,0,0,1,0,0,0,0,0,2
0.213168388,0.094032612,0,0,0,1,0,0,0,0,1
0.21606977,0.071493164,0,0,0,1,0,0,0,0,2
0.245888518,0.060082444,0,0,0,1,0,0,0,0,0
0.283366759,0.071794872,0,0,0,1,0,0,0,0,0
0.129132923,0.067314894,0,0,1,0,0,0,0,0,2
0.207467984,0.082151656,0,0,1,0,0,0,0,0,2
0.146525787,0.083278468,0,0,0,1,0,0,0,0,1
0.170122461,0.150762925,0,0,0,1,0,0,0,0,1
0.256723305,0.100476438,0,0,0,1,0,0,0,0,1
0.225726439,0.094590426,0,0,0,1,0,0,0,0,1
0.242700638,0.100577194,0,0,0,1,0,0,0,0,1
0.223890382,0.084424518,0,0,1,0,0,0,0,0,2
0.248039753,0.065507635,0,0,0,1,0,0,0,0,0
0.244211312,0.04116391,0,0,0,1,0,0,0,0,0
0.297969429,0.08459373,0,0,1,0,0,0,0,0,1
0.239682149,0.096412534,0,0,0,1,0,0,0,0,1
0.25504974,0.066039465,0,0,0,1,0,0,0,0,0
0.279700748,0.063949102,0,0,1,0,0,0,0,0,2
0.202472916,0.093428116,0,0,0,1,0,0,0,0,2
0.194601424,0.086626331,0,0,0,1,0,0,0,0,2
0.254748534,0.078392316,0,0,0,1,0,0,0,0,0
0.281803793,0.076213845,0,0,0,1,0,0,0,0,0
0.221629263,0.073762115,0,0,0,0,1,0,0,0,1
0.289833443,0.058389494,0,0,0,1,0,0,0,0,0
0.222691149,0.118523123,0,0,0,1,0,0,0,0,2
0.280124175,0.067274401,0,0,0,1,0,0,0,0,0
0.188975196,0.09564091,0,0,0,1,0,0,0,0,1
0.256243693,0.047943024,0,0,0,1,0,0,0,0,0
0.192433844,0.159696266,0,0,0,1,0,0,0,0,2
0.139722556,0.092476516,0,0,1,0,0,0,0,0,2
0.299747495,0.075739468,1,0,0,0,0,0,0,0,0
0.185957754,0.099477101,0,0,0,1,0,0,0,0,1
0.22182121,0.054764442,0,0,0,1,0,0,0,0,0
0.163281028,0.073772807,0,0,0,1,0,0,0,0,1
0.300871433,0.062513224,0,0,0,1,0,0,0,0,0
0.266336658,0.047832734,0,0,1,0,0,0,0,0,2
0.22435767,0.076689237,0,0,0,1,0,0,0,0,2
0.264888728,0.053404922,0,0,0,1,0,0,0,0,0
0.236093659,0.072992068,0,0,1,0,0,0,0,0,2
0.204755916,0.119270025,0,0,1,0,0,0,0,0,1
0.184191559,0.166100256,0,0,0,1,0,0,0,0,2
0.232861864,0.040785905,0,0,0,1,0,0,0,0,0
0.260689711,0.04920806,0,0,1,0,0,0,0,0,2
0.14861546,0.085398373,0,0,0,1,0,0,0,0,1
0.325207557,0.087560485,0,1,0,0,0,0,0,0,0
0.192322066,0.069114867,0,0,0,1,0,0,0,0,2
0.286381687,0.0882568,0,0,1,0,0,0,0,0,2
0.190768478,0.165978487,0,0,0,1,0,0,0,0,2
0.253246111,0.099167901,0,0,0,1,0,0,0,0,1
0.209974547,0.082336203,0,0,0,1,0,0,0,0,1
0.223923429,0.089729366,0,0,0,1,0,0,0,0,1
0.414106469,0.079184266,0,0,1,0,0,0,0,0,0
0.299743407,0.084955199,0,0,1,0,0,0,0,0,2
0.090997992,0.060003772,0,0,0,0,1,0,0,0,0
0.154250879,0.086443826,0,0,0,1,0,0,0,0,1
0.207473844,0.107401849,0,0,0,1,0,0,0,0,2
0.390958309,0.085867486,1,0,0,0,0,0,0,0,0
0.244731642,0.087209078,0,0,0,1,0,0,0,0,2
0.294776307,0.054306945,0,0,0,1,0,0,0,0,0
0.191874632,0.117645374,0,0,0,1,0,0,0,0,2
0.166089758,0.082655525,0,0,1,0,0,0,0,0,2
0.259779232,0.067861471,0,0,0,1,0,0,0,0,0
0.220288451,0.092503021,0,0,0,1,0,0,0,0,1
0.178254741,0.077658297,0,0,1,0,0,0,0,0,2
0.256031646,0.061698012,0,0,1,0,0,0,0,0,1
0.342723766,0.075856824,0,1,0,0,0,0,0,0,0
0.300293175,0.092524922,0,0,0,0,1,0,0,0,1
0.372973105,0.077789544,0,0,0,1,0,0,0,0,0
0.189624171,0.160624635,0,0,0,1,0,0,0,0,2
0.4880005,0.109157849,0,1,0,0,0,0,0,0,1
0.26823699,0.075359613,0,0,0,1,0,0,0,0,0
0.100198198,0.086212763,0,0,1,0,0,0,0,0,2
0.215187223,0.083281686,0,0,0,1,0,0,0,0,2
0.182568708,0.092595354,0,0,0,1,0,0,0,0,2
0.283516996,0.056773296,0,0,0,1,0,0,0,0,0
0.176934707,0.08968419,0,0,1,0,0,0,0,0,2
0.191256078,0.102385706,0,0,0,0,1,0,0,0,1
0.246326172,0.086319061,0,0,0,0,1,0,0,0,1
0.347952469,0.087719096,1,0,0,0,0,0,0,0,0
0.204391529,0.091550633,0,0,0,1,0,0,0,0,2
0.294284549,0.057649809,0,0,0,1,0,0,0,0,0
0.242520301,0.081009106,0,0,0,0,1,0,0,0,1
0.163183534,0.087102402,0,0,0,1,0,0,0,0,1
0.24037903,0.090191201,0,0,0,1,0,0,0,0,1
0.353261975,0.106640929,0,0,1,0,0,0,0,0,1
0.325246656,0.102309166,0,0,0,1,0,0,0,0,0
0.163132301,0.075843386,0,0,0,1,0,0,0,0,1
0.224667743,0.060364261,0,0,0,1,0,0,0,0,0
0.180986218,0.173439131,0,0,0,1,0,0,0,0,1
0.189699266,0.082329494,0,0,1,0,0,0,0,0,2
0.064250013,0.143292503,0,0,1,0,0,0,0,0,2
0.188981239,0.131637229,0,0,0,1,0,0,0,0,2
0.191414315,0.08916477,0,0,0,1,0,0,0,0,1
0.205443818,0.09041967,0,0,0,1,0,0,0,0,1
0.224810042,0.07031185,0,0,0,1,0,0,0,0,1
0.285904273,0.091524827,0,0,0,1,0,0,0,0,2
0.289706792,0.064343822,0,0,0,0,1,0,0,0,0
0.194631449,0.090438179,0,0,0,1,0,0,0,0,2
0.155261715,0.08698226,0,0,1,0,0,0,0,0,2
0.257655069,0.059977291,0,0,0,1,0,0,0,0,0
0.26468067,0.054473471,0,0,0,0,1,0,0,0,0
0.162358048,0.088615547,0,0,1,0,0,0,0,0,2
0.290304216,0.0793518,0,0,1,0,0,0,0,0,2
0.338489269,0.069162855,1,0,0,0,0,0,0,0,0
0.272281224,0.059794294,0,0,0,1,0,0,0,0,0
0.318640896,0.071003005,1,0,0,0,0,0,0,0,0
0.301055395,0.070818546,0,0,1,0,0,0,0,0,2
0.2928228,0.056653587,0,0,0,1,0,0,0,0,0
0.203952782,0.092137306,0,0,1,0,0,0,0,0,1
0.185389585,0.067989008,1,0,0,0,0,0,0,0,0
0.164640038,0.079873799,1,0,0,0,0,0,0,0,0
0.202933124,0.086073231,1,0,0,0,0,0,0,0,0
0.210864793,0.092543092,0,0,0,1,0,0,0,0,1
0.196241377,0.072131212,0,0,0,1,0,0,0,0,2
0.308473352,0.043956375,0,0,0,0,0,1,0,0,2
0.205652918,0.074466775,0,0,0,0,1,0,0,0,0
0.197911342,0.081432793,0,0,0,1,0,0,0,0,0
0.235340046,0.072676133,0,0,0,1,0,0,0,0,2
0.175625732,0.126195867,0,0,0,1,0,0,0,0,1
0.245662068,0.090110243,0,0,0,1,0,0,0,0,2
0.366404168,0.087389276,0,1,0,0,0,0,0,0,1
0.283013453,0.07280573,0,0,0,1,0,0,0,0,0
0.190520925,0.077550269,0,0,0,1,0,0,0,0,0
0.20785695,0.071620413,1,0,0,0,0,0,0,0,0
0.186927237,0.165342214,0,0,0,1,0,0,0,0,1
0.254968438,0.080067084,0,0,0,0,1,0,0,0,1
0.317669281,0.055279868,0,0,0,1,0,0,0,0,0
0.216581227,0.096007864,0,0,0,1,0,0,0,0,1
0.280525058,0.071925604,0,0,0,1,0,0,0,0,0
0.21486617,0.076096805,0,0,0,1,0,0,0,0,0
0.177029658,0.162110606,0,0,0,1,0,0,0,0,1
0.151205469,0.094755781,0,0,1,0,0,0,0,0,2
0.285304929,0.075843341,0,0,0,1,0,0,0,0,0
0.185361361,0.086060924,1,0,0,0,0,0,0,0,0
0.199227736,0.084784396,0,0,0,1,0,0,0,0,2
0.384658411,0.086835306,1,0,0,0,0,0,0,0,0
0.313958262,0.060258937,0,0,0,1,0,0,0,0,0
0.245849759,0.099134719,0,0,0,1,0,0,0,0,1
0.211603415,0.076920703,0,0,0,1,0,0,0,0,1
0.261761336,0.062980217,0,0,0,1,0,0,0,0,0
0.178344969,0.078723076,0,0,0,1,0,0,0,0,0
0.084217898,0.090150368,0,0,0,1,0,0,0,0,0
0.235967458,0.088492783,0,0,0,1,0,0,0,0,1
0.313798222,0.064469102,0,0,0,1,0,0,0,0,0
0.245891134,0.042107714,0,0,0,1,0,0,0,0,0
0.129978455,0.083616794,0,0,0,1,0,0,0,0,2
0.145419383,0.09657682,0,0,1,0,0,0,0,0,2
0.178293319,0.076319556,1,0,0,0,0,0,0,0,0
0.137500422,0.092885806,0,0,0,1,0,0,0,0,1
0.213319238,0.087181975,0,0,0,1,0,0,0,0,1
0.147003303,0.064392092,0,0,0,1,0,0,0,0,0
0.154371738,0.174070245,0,0,0,1,0,0,0,0,1
0.139086571,0.063772025,0,0,1,0,0,0,0,0,2
0.326494451,0.071696398,0,1,0,0,0,0,0,0,0
0.293942772,0.082763686,0,0,0,1,0,0,0,0,2
0.245624438,0.075722817,0,0,0,0,1,0,0,0,1
0.180628536,0.076514697,1,0,0,0,0,0,0,0,0
0.14670748,0.081856763,0,0,0,1,0,0,0,0,2
0.257638438,0.094189579,0,0,0,1,0,0,0,0,1
0.212029867,0.094777151,0,0,0,1,0,0,0,0,1
0.310864191,0.08126447,0,0,0,1,0,0,0,0,0
0.394403324,0.10927353,0,1,0,0,0,0,0,0,1
0.148002254,0.076137866,0,0,0,1,0,0,0,0,1
0.311746072,0.043928193,0,0,1,0,0,0,0,0,2
0.198521965,0.084345733,0,0,0,1,0,0,0,0,1
0.352348011,0.076844078,0,0,0,1,0,0,0,0,0
0.228399946,0.072301947,1,0,0,0,0,0,0,0,0
0.282791952,0.06241638,0,0,0,1,0,0,0,0,0
0.258132969,0.087910799,0,0,0,1,0,0,0,0,2
0.213230333,0.081512377,0,0,0,1,0,0,0,0,2
0.336002935,0.067284222,1,0,0,0,0,0,0,0,0
0.26696882,0.076538076,0,0,0,1,0,0,0,0,0
0.243118184,0.081224313,0,0,0,1,0,0,0,0,0
0.183989591,0.051681204,0,0,1,0,0,0,0,0,2
0.305118461,0.087751345,0,0,0,1,0,0,0,0,2
0.147187505,0.094875771,0,0,1,0,0,0,0,0,2
0.288897132,0.089852927,0,0,0,0,1,0,0,0,1
0.233700092,0.084942369,0,0,0,0,0,1,0,0,0
0.185323821,0.162691506,0,0,0,1,0,0,0,0,1
0.328251861,0.067960683,1,0,0,0,0,0,0,0,0
0.312552454,0.044004174,0,0,0,1,0,0,0,0,0
0.281685433,0.072091611,0,0,0,0,1,0,0,0,1
0.298943236,0.075901821,0,0,1,0,0,0,0,0,2
0.256128548,0.084412136,0,0,0,1,0,0,0,0,2
0.320873032,0.089613146,0,0,1,0,0,0,0,0,2
0.248990417,0.064075911,0,0,0,1,0,0,0,0,0
0.206333807,0.067295521,0,0,0,1,0,0,0,0,0
0.170944269,0.082185727,0,0,1,0,0,0,0,0,1
0.135695798,0.067060983,0,0,1,0,0,0,0,0,2
0.186920299,0.066297882,1,0,0,0,0,0,0,0,0
0.234044699,0.085923913,0,0,0,1,0,0,0,0,2
0.21051614,0.104963724,0,0,0,1,0,0,0,0,2
0.309036553,0.087802277,0,0,0,1,0,0,0,0,0
0.287540281,0.061259607,0,0,1,0,0,0,0,0,2
0.230188419,0.088458403,0,0,0,1,0,0,0,0,2
0.330195444,0.099376343,0,0,1,0,0,0,0,0,2
0.323497164,0.082100389,0,0,0,1,0,0,0,0,0
0.316044406,0.103797676,0,0,1,0,0,0,0,0,1
0.208911825,0.098170483,0,0,0,1,0,0,0,0,2
0.25246928,0.062377177,0,0,1,0,0,0,0,0,1
0.385518434,0.086927505,1,0,0,0,0,0,0,0,0
0.228391163,0.09831674,0,0,0,1,0,0,0,0,1
0.19714116,0.067336689,0,0,0,1,0,0,0,0,2
0.266052499,0.076272033,0,0,0,0,1,0,0,0,0
0.200646859,0.0717172,0,0,0,1,0,0,0,0,2
0.197266271,0.103755479,0,0,0,1,0,0,0,0,1
0.190473193,0.09286948,0,0,0,1,0,0,0,0,1
0.342286169,0.084282486,0,1,0,0,0,0,0,0,1
0.411109326,0.086654727,0,0,1,0,0,0,0,0,0
0.224173587,0.049745019,0,0,0,1,0,0,0,0,0
0.203872565,0.163766244,0,0,0,1,0,0,0,0,1
0.234355018,0.044146298,0,0,1,0,0,0,0,0,2
0.153163075,0.127872698,0,0,0,0,1,0,0,0,0
0.26159995,0.060296192,0,0,0,1,0,0,0,0,0
0.2018229,0.092426356,0,0,0,1,0,0,0,0,0
0.242646283,0.070677557,0,0,1,0,0,0,0,0,2
0.211831895,0.097052557,0,0,0,1,0,0,0,0,1
0.456540897,0.109246525,0,1,0,0,0,0,0,0,1
0.165323674,0.083446918,0,0,1,0,0,0,0,0,2
0.307481268,0.081531086,0,0,0,1,0,0,0,0,0
0.189896288,0.066921149,0,0,0,0,1,0,0,0,0
0.190769616,0.040335196,0,0,0,1,0,0,0,0,0
0.249079442,0.101437352,0,0,0,1,0,0,0,0,1
0.270704024,0.061411356,0,0,0,0,0,1,0,0,1
0.180448017,0.093524673,0,0,1,0,0,0,0,0,2
0.243392107,0.045950914,0,0,0,1,0,0,0,0,0
0.301247385,0.078275458,0,0,0,0,1,0,0,0,1
0.291883848,0.060851019,0,0,0,1,0,0,0,0,0
0.244073095,0.08984866,0,0,0,1,0,0,0,0,2
0.232673743,0.094565782,0,0,0,1,0,0,0,0,0
0.186682054,0.073255685,0,0,0,0,1,0,0,0,0
0.245419433,0.107913908,0,0,0,1,0,0,0,0,0
0.251043308,0.068590761,0,0,0,1,0,0,0,0,0
0.222432963,0.081376689,0,0,0,1,0,0,0,0,2
0.191634403,0.090073139,0,0,0,1,0,0,0,0,1
0.204299308,0.094864588,0,0,1,0,0,0,0,0,1
0.191673381,0.166895071,0,0,0,1,0,0,0,0,1
0.216857967,0.083441348,0,0,0,1,0,0,0,0,2
0.151394227,0.085563678,0,0,1,0,0,0,0,0,2
0.208458056,0.10252418,0,0,0,1,0,0,0,0,1
0.245011055,0.056388387,0,0,0,1,0,0,0,0,0
0.277136511,0.088412868,0,0,1,0,0,0,0,0,2
0.274298292,0.061964784,0,0,0,1,0,0,0,0,0
0.237050609,0.093931087,0,0,0,1,0,0,0,0,1
0.3449978,0.070396778,0,0,1,0,0,0,0,0,0
0.147311553,0.072628747,0,0,0,1,0,0,0,0,2
0.204349178,0.124736393,0,0,0,1,0,0,0,0,1
0.158242187,0.082708909,0,0,0,1,0,0,0,0,1
0.327240547,0.069213954,1,0,0,0,0,0,0,0,0
0.247240281,0.08095669,0,0,0,1,0,0,0,0,0
0.284099026,0.078375817,0,0,0,1,0,0,0,0,1
0.466533304,0.099877842,0,1,0,0,0,0,0,0,1
0.286672436,0.080818004,0,0,0,1,0,0,0,0,0
0.239278232,0.064860168,0,0,0,1,0,0,0,0,0
0.184678693,0.097476214,0,0,0,1,0,0,0,0,1
0.18779111,0.162481012,0,0,0,1,0,0,0,0,2
0.230430969,0.091123569,0,0,0,1,0,0,0,0,1
0.231600008,0.063268313,0,0,0,1,0,0,0,0,0
0.254056789,0.079864538,0,0,0,1,0,0,0,0,2
0.226550207,0.066910411,0,0,0,1,0,0,0,0,0
0.183161166,0.074571729,1,0,0,0,0,0,0,0,0
0.267563588,0.076757539,0,0,0,0,1,0,0,0,1
0.27870092,0.06546126,0,0,1,0,0,0,0,0,2
0.20216869,0.06275663,0,0,0,1,0,0,0,0,2
0.175087921,0.099691649,0,0,0,1,0,0,0,0,2
0.216707167,0.111182452,0,0,0,1,0,0,0,0,1
0.287859874,0.072017911,0,0,0,1,0,0,0,0,0
0.250951133,0.067756459,0,0,0,1,0,0,0,0,0
0.214216089,0.077944326,0,0,0,1,0,0,0,0,1
0.400229117,0.103365838,0,1,0,0,0,0,0,0,1
0.284260749,0.05386649,0,0,0,0,1,0,0,0,0
0.194106291,0.164602163,0,0,0,1,0,0,0,0,1
0.230940041,0.095743835,0,0,1,0,0,0,0,0,2
0.187059758,0.091749579,1,0,0,0,0,0,0,0,0
0.231289268,0.093119392,0,0,1,0,0,0,0,0,2
0.39190283,0.099232466,0,1,0,0,0,0,0,0,1
0.231263016,0.086988419,0,0,0,1,0,0,0,0,1
0.315087659,0.063751229,0,0,0,1,0,0,0,0,0
0.197880284,0.108853935,0,0,1,0,0,0,0,0,1
0.226556919,0.101774015,0,0,0,1,0,0,0,0,1
