ear,mear,no_detection,angry,happy,neutral,sad,scared,surprised,disgust,engagement
0.227729624,0.09587356,0,0,0,1,0,0,0,0,1
0.239742501,0.077878219,0,0,0,1,0,0,0,0,0
0.156862615,0.081332119,1,0,0,0,0,0,0,0,0
0.206612092,0.099284148,0,0,1,0,0,0,0,0,1
0.150267185,0.096870631,0,0,1,0,0,0,0,0,2
0.176854785,0.094643333,0,0,0,1,0,0,0,0,1
0.280045745,0.084222161,0,0,0,1,0,0,0,0,2
0.25068415,0.097393111,0,0,0,1,0,0,0,0,1
0.229437121,0.086897616,0,0,0,1,0,0,0,0,1
0.390339004,0.092300147,1,0,0,0,0,0,0,0,0
0.210587637,0.073795068,0,0,0,1,0,0,0,0,2
0.253601317,0.074308357,0,0,0,1,0,0,0,0,0
0.226647517,0.095604196,0,0,0,1,0,0,0,0,1
0.188452934,0.173057404,0,0,0,1,0,0,0,0,1
0.420236087,0.081193557,0,0,1,0,0,0,0,0,0
0.300694073,0.053523703,0,0,0,1,0,0,0,0,0
0.35590971,0.088857927,1,0,0,0,0,0,0,0,0
0.227867466,0.138344861,0,0,0,0,1,0,0,0,1
0.222298721,0.075360237,0,0,0,1,0,0,0,0,2
0.226202946,0.059587507,0,0,1,0,0,0,0,0,2
0.171514566,0.075384261,1,0,0,0,0,0,0,0,0
0.297139095,0.059150632,0,0,0,0,0,0,1,0,0
0.264222073,0.073474871,0,0,0,0,1,0,0,0,1
0.328210257,0.0848229,0,0,0,1,0,0,0,0,2
0.212202143,0.060731669,0,0,0,1,0,0,0,0,0
0.227614093,0.090478584,0,0,0,1,0,0,0,0,1
0.182536496,0.168442804,0,0,0,1,0,0,0,0,1
0.263654181,0.065580139,0,0,0,1,0,0,0,0,0
0.2681526,0.068928262,0,0,0,0,1,0,0,0,1
0.168798174,0.073599081,1,0,0,0,0,0,0,0,0
0.155671586,0.078730254,0,0,1,0,0,0,0,0,2
0.257979917,0.06261807,0,0,0,0,0,1,0,0,2
0.409851215,0.11569565,0,1,0,0,0,0,0,0,1
0.225673155,0.086796286,0,0,0,1,0,0,0,0,1
0.244567822,0.09278008,0,0,0,1,0,0,0,0,1
0.28763908,0.057531629,0,0,0,1,0,0,0,0,0
0.239266243,0.075719813,0,0,0,0,1,0,0,0,1
0.268245812,0.095240695,0,0,0,1,0,0,0,0,1
0.258362213,0.073668469,0,0,0,0,1,0,0,0,1
0.189234234,0.146642032,0,0,0,1,0,0,0,0,2
0.299250346,0.043852901,0,0,0,1,0,0,0,0,0
0.242966751,0.092294119,0,0,0,1,0,0,0,0,1
0.169615929,0.079194548,1,0,0,0,0,0,0,0,0
0.205891428,0.098579646,0,0,0,1,0,0,0,0,2
0.221319303,0.085786227,0,0,0,1,0,0,0,0,2
0.197309275,0.158430072,0,0,0,1,0,0,0,0,2
0.285126898,0.072708208,0,0,0,0,0,1,0,0,1
0.166335321,0.082762931,1,0,0,0,0,0,0,0,0
0.168256027,0.077093286,0,0,0,1,0,0,0,0,1
0.183089493,0.17727403,0,0,0,1,0,0,0,0,1
0.207569628,0.083478379,0,0,1,0,0,0,0,0,2
0.218234375,0.097646415,0,0,0,1,0,0,0,0,1
0.184490456,0.168442804,0,0,0,1,0,0,0,0,1
0.177964027,0.095546767,0,0,0,1,0,0,0,0,1
0.263678866,0.096562852,0,0,0,1,0,0,0,0,2
0.338354936,0.068188421,0,1,0,0,0,0,0,0,0
0.18267623,0.069149966,0,0,0,1,0,0,0,0,1
0.250851167,0.060307241,0,0,0,1,0,0,0,0,0
0.190590377,0.097201297,0,0,0,1,0,0,0,0,1
0.184903926,0.084228488,0,0,0,1,0,0,0,0,1
0.192975748,0.128461733,0,0,0,1,0,0,0,0,2
0.147584215,0.139261453,0,0,0,1,0,0,0,0,1
0.21845821,0.079759806,0,0,0,1,0,0,0,0,2
0.205099581,0.05040723,0,0,1,0,0,0,0,0,2
0.198455569,0.091504706,0,0,0,1,0,0,0,0,1
0.31738219,0.045733145,0,0,0,0,1,0,0,0,0
0.309190767,0.076075279,0,0,1,0,0,0,0,0,1
0.200682976,0.07732088,0,0,0,1,0,0,0,0,2
0.208675354,0.094572259,0,0,0,1,0,0,0,0,0
0.266728806,0.064203938,0,0,0,0,1,0,0,0,1
0.241551326,0.0835883,0,0,0,1,0,0,0,0,1
0.193726768,0.089343948,0,0,0,1,0,0,0,0,1
0.193923277,0.071055514,0,0,0,1,0,0,0,0,1
0.372314518,0.083638969,1,0,0,0,0,0,0,0,0
0.163233346,0.082090459,1,0,0,0,0,0,0,0,0
0.230357544,0.06600085,0,0,0,0,0,1,0,0,0
0.201304037,0.086064036,0,0,0,1,0,0,0,0,2
0.25137766,0.045926559,0,0,1,0,0,0,0,0,2
0.2114688,0.085177336,0,0,0,1,0,0,0,0,1
0.206818843,0.125276095,0,0,0,1,0,0,0,0,2
0.339712209,0.053077761,0,0,0,1,0,0,0,0,0
0.202077388,0.08316983,0,0,0,1,0,0,0,0,1
0.227221338,0.082864478,0,0,0,1,0,0,0,0,1
0.256895088,0.090883702,0,0,0,1,0,0,0,0,1
0.295525008,0.08349129,0,0,0,1,0,0,0,0,1
0.28599335,0.052681503,0,0,1,0,0,0,0,0,2
0.252071347,0.057040277,0,0,1,0,0,0,0,0,2
0.256192029,0.104769554,0,0,0,1,0,0,0,0,1
0.204235207,0.069301282,0,0,0,1,0,0,0,0,0
0.321179174,0.084842131,0,0,0,1,0,0,0,0,0
0.024597833,0.183260035,0,0,1,0,0,0,0,0,1
0.232131004,0.082085782,0,0,0,1,0,0,0,0,1
0.282757109,0.076424531,0,0,0,1,0,0,0,0,0
0.25137766,0.045926559,1,0,0,0,0,0,0,0,0
0.378512362,0.088745551,1,0,0,0,0,0,0,0,0
0.202507466,0.078536018,0,0,0,1,0,0,0,0,2
0.238418615,0.074064744,0,0,0,1,0,0,0,0,0
0.292090757,0.067494456,0,0,0,1,0,0,0,0,0
0.517129997,0.106233394,0,1,0,0,0,0,0,0,1
0.250732781,0.094148348,0,0,0,1,0,0,0,0,2
0.170555567,0.173219833,0,0,0,1,0,0,0,0,1
0.258845505,0.078023539,0,0,1,0,0,0,0,0,2
0.270414269,0.127699278,0,0,0,1,0,0,0,0,0
0.186864615,0.081190794,0,0,0,1,0,0,0,0,0
0.265012165,0.062293704,0,0,1,0,0,0,0,0,2
0.346263942,0.09133537,0,1,0,0,0,0,0,0,0
0.191087324,0.155506628,0,0,0,1,0,0,0,0,2
0.321153216,0.069148027,1,0,0,0,0,0,0,0,0
0.292340255,0.040825377,0,0,0,1,0,0,0,0,0
0.267089473,0.059794294,0,0,0,1,0,0,0,0,0
0.179102612,0.156526975,0,0,0,1,0,0,0,0,1
0.275366673,0.043496943,0,0,0,0,0,0,1,0,2
0.254860997,0.058470624,0,0,0,0,0,1,0,0,2
0.21046539,0.077893535,0,0,0,1,0,0,0,0,1
0.215469123,0.082150441,0,0,1,0,0,0,0,0,1
0.227421607,0.071613801,0,0,0,1,0,0,0,0,1
0.193845864,0.095907702,0,0,0,1,0,0,0,0,1
0.295103767,0.077142492,0,0,0,1,0,0,0,0,1
0.197113672,0.073381004,0,0,0,1,0,0,0,0,2
0.493847543,0.120387615,0,1,0,0,0,0,0,0,1
0.32766082,0.149306399,0,0,1,0,0,0,0,0,2
0.205630557,0.067989008,1,0,0,0,0,0,0,0,0
0.266961499,0.089511973,0,0,1,0,0,0,0,0,2
0.209769472,0.084948357,0,0,0,1,0,0,0,0,1
0.282423147,0.071988748,0,0,0,1,0,0,0,0,0
0.378568221,0.072243519,0,0,1,0,0,0,0,0,0
0.237480808,0.066912023,0,0,0,1,0,0,0,0,0
0.191729407,0.108589117,0,0,0,1,0,0,0,0,1
0.3045361,0.050162968,0,0,0,1,0,0,0,0,0
0.193500258,0.088890276,0,0,0,1,0,0,0,0,2
0.236007267,0.045703663,0,0,0,1,0,0,0,0,0
0.35217493,0.087041855,1,0,0,0,0,0,0,0,0
0.35080522,0.053755478,0,0,0,0,1,0,0,0,0
0.222729376,0.158983517,0,0,0,1,0,0,0,0,1
0.150274875,0.160355045,0,0,0,1,0,0,0,0,1
0.2010199,0.080201312,0,0,0,1,0,0,0,0,2
0.252319425,0.08014179,0,0,0,1,0,0,0,0,0
0.286776502,0.085600809,0,0,0,1,0,0,0,0,0
0.206587719,0.148057554,0,0,0,1,0,0,0,0,2
0.285776644,0.071999659,0,0,0,1,0,0,0,0,0
0.282703972,0.055079492,0,0,0,1,0,0,0,0,0
0.308291679,0.057697284,0,0,1,0,0,0,0,0,2
0.248861939,0.073562968,0,0,0,1,0,0,0,0,0
0.223825721,0.087931435,0,0,0,0,1,0,0,0,0
0.200714715,0.07104228,0,0,0,1,0,0,0,0,0
0.287356105,0.055475727,0,0,0,0,1,0,0,0,0
0.282668498,0.07661383,0,0,1,0,0,0,0,0,2
0.254851069,0.079287089,0,0,0,1,0,0,0,0,0
0.251243327,0.08858176,0,0,1,0,0,0,0,0,2
0.264686428,0.065157913,0,0,1,0,0,0,0,0,2
0.194972991,0.070810914,0,0,1,0,0,0,0,0,2
0.189506026,0.148550814,0,0,0,1,0,0,0,0,2
0.189884094,0.103691902,0,0,0,1,0,0,0,0,1
0.180301399,0.074715574,1,0,0,0,0,0,0,0,0
0.177106173,0.08083916,0,0,1,0,0,0,0,0,2
0.298796848,0.077430869,0,0,0,1,0,0,0,0,0
0.385243926,0.092192965,1,0,0,0,0,0,0,0,0
0.322347987,0.066361088,0,0,0,1,0,0,0,0,0
0.3384937,0.075023951,1,0,0,0,0,0,0,0,2
0.17851223,0.109456141,0,0,0,1,0,0,0,0,1
0.287058911,0.078925667,0,0,0,1,0,0,0,0,0
0.191498162,0.089157336,0,0,0,1,0,0,0,0,1
0.211348371,0.076379649,0,0,0,1,0,0,0,0,2
0.219837094,0.096051685,0,0,0,1,0,0,0,0,1
0.240210314,0.092997141,0,0,0,1,0,0,0,0,2
0.211088576,0.043852901,0,0,0,1,0,0,0,0,0
0.181427542,0.07861697,0,0,1,0,0,0,0,0,2
0.322995795,0.064470763,0,0,0,1,0,0,0,0,0
0.253200412,0.064041924,0,0,1,0,0,0,0,0,2
0.268872541,0.114648558,0,0,1,0,0,0,0,0,2
0.240129914,0.053370548,0,0,1,0,0,0,0,0,2
0.216696535,0.079865464,0,0,0,1,0,0,0,0,2
0.223975027,0.136336815,0,0,0,1,0,0,0,0,1
0.220682386,0.087398154,0,0,0,1,0,0,0,0,0
0.293538799,0.085915636,0,0,0,1,0,0,0,0,2
0.225485809,0.068802092,0,0,0,1,0,0,0,0,0
0.239807153,0.053983119,0,0,1,0,0,0,0,0,0
0.292457519,0.071170256,0,0,0,1,0,0,0,0,0
0.315686362,0.072693495,0,0,0,1,0,0,0,0,0
0.175236429,0.085470659,1,0,0,0,0,0,0,0,0
0.202307471,0.151435749,0,0,0,1,0,0,0,0,1
0.242241431,0.085945836,0,0,0,1,0,0,0,0,2
0.271706691,0.077647318,0,0,1,0,0,0,0,0,2
0.279567055,0.068612614,0,0,0,1,0,0,0,0,0
0.186025538,0.109414829,0,0,0,1,0,0,0,0,1
0.312805259,0.061821174,0,0,0,1,0,0,0,0,0
0.202580348,0.093835554,0,0,0,1,0,0,0,0,2
0.318267017,0.077990145,0,0,0,1,0,0,0,0,0
0.228810938,0.086141509,0,0,1,0,0,0,0,0,2
0.216352894,0.076096805,0,0,0,1,0,0,0,0,0
0.231903507,0.097505307,0,0,0,1,0,0,0,0,1
0.323674622,0.096285736,0,0,1,0,0,0,0,0,2
0.265273413,0.062871934,0,0,1,0,0,0,0,0,2
0.181213925,0.094467692,0,0,0,1,0,0,0,0,0
0.126396687,0.093761842,0,0,1,0,0,0,0,0,2
0.247547909,0.10471124,0,0,0,1,0,0,0,0,1
0.228532255,0.078858531,0,0,0,1,0,0,0,0,0
0.227936316,0.083791385,0,0,0,1,0,0,0,0,2
0.39258151,0.091168994,1,0,0,0,0,0,0,0,0
0.243024918,0.088866893,0,0,0,1,0,0,0,0,1
0.255456418,0.05617418,0,0,0,1,0,0,0,0,0
0.298761352,0.074202176,0,0,0,1,0,0,0,0,0
0.147293197,0.158712174,0,0,0,1,0,0,0,0,1
0.252583252,0.065152937,0,0,0,1,0,0,0,0,0
0.265849639,0.045703663,0,0,0,1,0,0,0,0,0
0.21270693,0.10109136,0,0,0,1,0,0,0,0,1
0.506336848,0.105349139,0,1,0,0,0,0,0,0,1
0.165364609,0.093168113,0,0,0,1,0,0,0,0,1
0.235127848,0.091824052,0,0,0,1,0,0,0,0,1
0.250764594,0.057054326,0,0,0,1,0,0,0,0,0
0.18322392,0.094007425,0,0,1,0,0,0,0,0,2
