alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self,raw
0.12322,0.043921,0.12598,0.056893,0.010839,0.095839,0.079249,0.11797,0.092513,0.14123,0.13069,0.13514,0.052173,0.1048,0.066483,0.10048,0.052368,0.091311,0.1222,0.18106,0.049579,0.094633,0.034397,0.074939,1,tang,part1,2,515
0.055401,0.032237,0.11589,0.049367,0.0078421,0.04437,0.036482,0.056261,0.046704,0.099689,0.10266,0.16853,0.02179,0.045426,0.030037,0.046906,0.029159,0.061241,0.060165,0.13344,0.029854,0.034398,0.020847,0.030391,1,tang,part1,2,516
0.060988,0.040346,0.093401,0.047483,0.007226,0.055623,0.059313,0.056111,0.064016,0.12124,0.085308,0.13693,0.036346,0.063506,0.085563,0.057106,0.034067,0.076635,0.077695,0.16032,0.040216,0.041995,0.038567,0.03539,1,tang,part1,2,517
0.039964,0.018557,0.056255,0.042907,0.0084566,0.046739,0.049661,0.040121,0.038977,0.079018,0.061989,0.10775,0.022478,0.032678,0.044023,0.031899,0.018783,0.063033,0.058662,0.11627,0.027039,0.031696,0.02731,0.021157,1,tang,part1,2,518
0.11684,0.033314,0.11819,0.071115,0.0080694,0.093189,0.1247,0.099667,0.070924,0.11608,0.074401,0.14416,0.038456,0.066673,0.095913,0.057516,0.062,0.10471,0.074541,0.16346,0.064885,0.0691,0.052194,0.064102,1,tang,part1,2,520
0.04073,0.020402,0.087939,0.065749,0.0032712,0.02293,0.030872,0.033624,0.032457,0.0647,0.061764,0.11253,0.016642,0.031336,0.025603,0.030025,0.018364,0.060264,0.057947,0.10846,0.016913,0.028986,0.015391,0.02204,1,tang,part1,2,530
0.082495,0.039758,0.12007,0.062792,0.0055332,0.10493,0.086718,0.098163,0.062535,0.11594,0.16693,0.17808,0.022804,0.11029,0.093163,0.077946,0.057946,0.10672,0.13285,0.1831,0.054121,0.10555,0.064262,0.077555,2,tang,part1,2,534
0.067022,0.051041,0.13543,0.097599,0.0059425,0.094882,0.089019,0.072831,0.061854,0.090305,0.10417,0.12731,0.028997,0.098925,0.060169,0.080015,0.070387,0.098236,0.14383,0.22887,0.067788,0.10166,0.069285,0.085023,1,tang,part1,2,535
0.047298,0.015943,0.086429,0.036834,0.0046046,0.038507,0.060157,0.042568,0.036751,0.072399,0.078943,0.11319,0.021084,0.058572,0.042005,0.044797,0.027936,0.040513,0.057992,0.09535,0.042445,0.040846,0.03062,0.033793,1,tang,part1,2,544
0.14461,0.041633,0.098493,0.065527,0.0068614,0.092831,0.11505,0.12289,0.10584,0.14685,0.087395,0.1804,0.032748,0.071143,0.069326,0.085646,0.054083,0.078213,0.083634,0.12597,0.047872,0.088257,0.046203,0.068982,1,tang,part1,2,545
0.12358,0.046186,0.15064,0.088119,0.0061053,0.12172,0.093476,0.13091,0.11016,0.12337,0.13136,0.16935,0.039179,0.13954,0.079612,0.12719,0.05802,0.082114,0.095574,0.1556,0.054866,0.063877,0.050499,0.060596,1,tang,part1,2,546
0.083394,0.057658,0.1128,0.083446,0.0027105,0.069772,0.050062,0.076005,0.031387,0.081461,0.064383,0.10919,0.014961,0.034232,0.03932,0.028515,0.019603,0.05417,0.05665,0.1051,0.0151,0.041824,0.018863,0.028786,1,tang,part1,2,547
0.069197,0.037638,0.082283,0.065992,0.0094518,0.065073,0.085589,0.066023,0.060822,0.10306,0.1004,0.10899,0.035447,0.090118,0.0721,0.070943,0.031726,0.042846,0.061041,0.060049,0.050302,0.057291,0.049375,0.040134,1,tang,part1,2,550
0.03455,0.018644,0.081991,0.049615,0.0060565,0.027201,0.03116,0.029775,0.03141,0.052453,0.069917,0.095739,0.014742,0.06175,0.019224,0.045876,0.025944,0.041339,0.0604,0.083104,0.031653,0.027963,0.02239,0.028587,1,tang,part1,2,551
0.04925,0.033323,0.073171,0.052035,0.006197,0.027144,0.047845,0.030043,0.037315,0.046443,0.072211,0.087364,0.021153,0.043631,0.050643,0.037355,0.021217,0.040682,0.061264,0.088829,0.029293,0.040164,0.023102,0.029093,1,tang,part1,2,552
0.083455,0.038985,0.074734,0.044521,0.0049382,0.056215,0.054458,0.068047,0.052256,0.1138,0.086374,0.16309,0.017919,0.063554,0.026299,0.055312,0.035475,0.062849,0.079073,0.11486,0.035807,0.044932,0.027047,0.041259,1,tang,part1,2,553
0.13793,0.044942,0.11148,0.066762,0.0062186,0.085275,0.092512,0.11731,0.054829,0.067518,0.068104,0.091619,0.033337,0.050732,0.053166,0.052607,0.030128,0.048188,0.077285,0.10908,0.044048,0.052597,0.032777,0.041426,1,tang,part1,2,555
0.079892,0.043485,0.097562,0.073783,0.0058086,0.037661,0.11105,0.048243,0.058796,0.07266,0.08748,0.11577,0.031746,0.06862,0.061446,0.059733,0.040285,0.052173,0.09024,0.11648,0.053267,0.081017,0.050129,0.055639,1,tang,part1,2,557
0.09868,0.051971,0.1586,0.082242,0.0033131,0.11545,0.054991,0.11548,0.043098,0.095942,0.095436,0.14346,0.018227,0.066441,0.027149,0.053592,0.027399,0.046049,0.077888,0.10382,0.026344,0.054396,0.018969,0.041954,1,tang,part1,2,558
0.035018,0.04648,0.10473,0.076076,0.0014444,0.032098,0.034323,0.02759,0.02514,0.060539,0.048912,0.078419,0.010674,0.025435,0.018025,0.024529,0.019439,0.041138,0.044102,0.083161,0.018748,0.037318,0.020252,0.026272,1,tang,part1,2,559
0.12922,0.064223,0.14667,0.091253,0.0038721,0.077156,0.05925,0.10813,0.085527,0.16669,0.10422,0.1824,0.023402,0.094863,0.055226,0.087213,0.039597,0.06364,0.070818,0.11027,0.039462,0.06554,0.030039,0.051599,1,tang,part1,2,560
0.083503,0.047208,0.13541,0.062872,0.0031842,0.050205,0.044595,0.071378,0.04761,0.10717,0.051143,0.072123,0.010587,0.037591,0.025582,0.042577,0.01477,0.034257,0.028938,0.070133,0.022725,0.021458,0.016918,0.017527,1,tang,part1,2,561
0.090533,0.050798,0.10817,0.089487,0.0045959,0.091785,0.093671,0.087146,0.053449,0.10817,0.079935,0.11415,0.025369,0.071779,0.071387,0.056736,0.038918,0.079952,0.10202,0.094821,0.046503,0.088733,0.053112,0.056999,1,tang,part1,2,562
0.060309,0.030477,0.078532,0.039208,0.0045218,0.056761,0.034047,0.05939,0.045627,0.068139,0.088485,0.08329,0.015129,0.077409,0.024113,0.065379,0.041324,0.060585,0.07469,0.10737,0.04357,0.065192,0.033619,0.052454,1,tang,part1,2,563
0.092604,0.050066,0.084265,0.062115,0.0034354,0.042523,0.054802,0.061929,0.037773,0.046077,0.034982,0.065092,0.027153,0.026223,0.062817,0.026978,0.027157,0.044598,0.033702,0.095799,0.038344,0.028766,0.045747,0.022701,1,tang,part1,2,564
0.043671,0.030254,0.041983,0.020927,0.0018465,0.028615,0.03183,0.031581,0.019176,0.024906,0.01882,0.037461,0.015065,0.016493,0.035786,0.014897,0.02545,0.045795,0.04287,0.089704,0.027564,0.039089,0.018825,0.032515,1,tang,part1,2,565
0.021477,0.018885,0.054549,0.023438,0.00083131,0.048023,0.017107,0.034869,0.039376,0.06051,0.06231,0.094545,0.015337,0.049902,0.030033,0.044079,0.033969,0.047938,0.053796,0.093459,0.027857,0.058098,0.020605,0.046658,2,tang,part1,2,566
0.11461,0.042978,0.12207,0.071425,0.0045499,0.10048,0.054743,0.11867,0.066553,0.098536,0.099099,0.11652,0.026649,0.073836,0.056626,0.070126,0.048974,0.063954,0.089971,0.14836,0.041603,0.081183,0.040932,0.066166,2,tang,part1,2,568
0.11863,0.052746,0.1454,0.036126,0.0057678,0.10783,0.092739,0.12283,0.09824,0.14217,0.1238,0.10698,0.033173,0.11529,0.086046,0.10456,0.04128,0.05626,0.056397,0.097322,0.045559,0.065422,0.044856,0.050653,2,tang,part1,2,569
0.12738,0.048732,0.14392,0.046422,0.0053403,0.12693,0.11465,0.13014,0.11732,0.16214,0.14078,0.18945,0.046244,0.094636,0.1192,0.10269,0.069618,0.10032,0.093709,0.13564,0.074976,0.081489,0.075675,0.074024,2,tang,part1,2,570
0.079359,0.051943,0.15217,0.082721,0.0037936,0.049833,0.053984,0.059953,0.070102,0.1403,0.096623,0.16387,0.020988,0.071834,0.051065,0.068871,0.04318,0.080663,0.087609,0.11031,0.039487,0.088783,0.031375,0.066252,1,tang,part1,2,571
0.041549,0.014015,0.10438,0.042917,0.0028411,0.073074,0.036701,0.063287,0.038856,0.050353,0.094424,0.085644,0.020124,0.062781,0.040809,0.050745,0.036293,0.06297,0.07639,0.099788,0.03478,0.077627,0.042157,0.052645,1,tang,part1,2,574
0.1121,0.033984,0.17193,0.096398,0.0058324,0.14315,0.10242,0.13618,0.048631,0.10096,0.13318,0.11232,0.026151,0.068369,0.095465,0.050259,0.059632,0.084176,0.076369,0.096198,0.062276,0.072902,0.054007,0.064719,1,tang,part1,2,576
0.084251,0.03945,0.11312,0.054111,0.0020107,0.09962,0.020049,0.10068,0.028005,0.058206,0.047137,0.072581,0.011066,0.037501,0.022848,0.032233,0.033574,0.054183,0.032447,0.062646,0.040135,0.036812,0.037333,0.034655,1,tang,part1,2,577
0.020259,0.013805,0.070129,0.01767,0.00081757,0.035812,0.026787,0.029407,0.022495,0.0444,0.048633,0.070477,0.0078081,0.022694,0.019321,0.020413,0.017809,0.051746,0.051488,0.10157,0.015347,0.037474,0.014787,0.025338,2,tang,part1,2,578
0.086841,0.042895,0.10375,0.062366,0.0047411,0.087985,0.054326,0.08988,0.035367,0.070965,0.080718,0.13148,0.016513,0.059108,0.051636,0.040716,0.044226,0.064582,0.075824,0.11511,0.049888,0.084008,0.042821,0.062884,1,tang,part1,2,579
0.053493,0.032413,0.071909,0.054289,0.0030737,0.026804,0.043803,0.029048,0.040772,0.085001,0.088102,0.14405,0.018313,0.043874,0.034435,0.03863,0.037434,0.057996,0.046362,0.091469,0.050188,0.055123,0.032673,0.043621,1,tang,part1,2,580
0.052197,0.028703,0.10068,0.058853,0.0015884,0.05337,0.024505,0.050794,0.048532,0.072873,0.10556,0.15696,0.013507,0.078167,0.019787,0.065889,0.025423,0.050848,0.041782,0.056547,0.02094,0.031518,0.01578,0.029184,1,tang,part1,2,581
0.057904,0.034513,0.092224,0.0587,0.0016054,0.033785,0.026319,0.044618,0.040723,0.077886,0.053565,0.1326,0.013604,0.044594,0.043411,0.037836,0.06297,0.097879,0.12439,0.1454,0.049964,0.11284,0.038157,0.090401,1,tang,part1,2,582
0.098172,0.04248,0.14766,0.074467,0.0036896,0.14435,0.082062,0.12377,0.10664,0.144,0.15481,0.17331,0.040401,0.14664,0.12488,0.11676,0.061633,0.08185,0.12933,0.12634,0.061354,0.10595,0.071176,0.079277,1,tang,part1,2,583
0.05232,0.03987,0.095658,0.047349,0.0038892,0.09951,0.070479,0.073792,0.065666,0.10592,0.067863,0.10721,0.02918,0.074629,0.062556,0.066793,0.045577,0.072912,0.10412,0.095213,0.04072,0.10123,0.03254,0.0723,1,tang,part1,2,584
0.064803,0.048774,0.13182,0.066527,0.002076,0.084371,0.02935,0.081239,0.031602,0.061568,0.070666,0.11599,0.0092881,0.050307,0.030127,0.037921,0.038797,0.061096,0.065307,0.096706,0.036714,0.049037,0.025996,0.045257,1,tang,part1,2,585
0.12481,0.055746,0.12611,0.072503,0.0062871,0.064699,0.085395,0.10001,0.084238,0.15008,0.11549,0.14304,0.026088,0.085851,0.043446,0.085657,0.062749,0.11746,0.11211,0.16291,0.052429,0.091849,0.035618,0.077877,1,tang,part1,2,586
0.051771,0.03711,0.085226,0.051793,0.0040593,0.026352,0.021166,0.039042,0.026119,0.061929,0.038325,0.072308,0.015768,0.032046,0.034747,0.023959,0.02309,0.032647,0.043343,0.093496,0.040085,0.03005,0.031959,0.024223,1,tang,part2,3,587
0.048803,0.033222,0.031703,0.043224,0.0018575,0.016099,0.041863,0.027433,0.025519,0.064052,0.038265,0.081503,0.012043,0.027223,0.024501,0.024226,0.020099,0.036343,0.054276,0.10507,0.020286,0.035622,0.01182,0.02924,1,tang,part2,3,588
0.11089,0.022288,0.088154,0.031165,0.0070466,0.075389,0.11412,0.1028,0.11272,0.14396,0.1633,0.14917,0.038361,0.15643,0.076619,0.13788,0.07299,0.10527,0.15671,0.20399,0.045632,0.1312,0.032202,0.10753,1,tang,part2,3,589
0.029982,0.016945,0.029106,0.023877,0.0018,0.023187,0.018246,0.027873,0.014864,0.024788,0.041085,0.043959,0.010493,0.019547,0.011864,0.018452,0.0073078,0.019394,0.014763,0.034782,0.012995,0.01052,0.0075786,0.0078655,1,tang,part2,3,590
0.077899,0.027737,0.085174,0.027563,0.0038715,0.06499,0.042328,0.079709,0.053094,0.079973,0.044905,0.099126,0.025223,0.029664,0.049459,0.037975,0.057907,0.085563,0.066674,0.12441,0.055196,0.06851,0.042372,0.064028,1,tang,part2,3,591
0.073261,0.025011,0.11389,0.030535,0.0056672,0.083931,0.10979,0.080775,0.042965,0.062601,0.097589,0.12221,0.023676,0.078809,0.073091,0.055502,0.063981,0.093447,0.12472,0.16448,0.064601,0.10282,0.058614,0.084196,1,tang,part2,3,593
0.036338,0.025103,0.055465,0.038197,0.0014243,0.04393,0.028294,0.038519,0.030762,0.057048,0.067741,0.081932,0.01163,0.052358,0.024651,0.042065,0.025502,0.064733,0.09529,0.12215,0.020562,0.046835,0.028776,0.034154,1,tang,part2,3,595
0.047678,0.024253,0.06223,0.041892,0.0042605,0.046394,0.086238,0.040761,0.038687,0.076367,0.089369,0.07729,0.02244,0.059873,0.058061,0.045541,0.03968,0.070434,0.06883,0.09537,0.041565,0.068425,0.041423,0.050782,1,tang,part2,3,600
0.093727,0.032322,0.15547,0.079576,0.0044379,0.10006,0.076289,0.10683,0.041448,0.060542,0.079618,0.09029,0.028304,0.055248,0.096403,0.039112,0.041684,0.037281,0.076931,0.083812,0.068846,0.051108,0.084025,0.040579,1,tang,part2,3,602
0.06102,0.068757,0.083613,0.05312,0.0037107,0.087894,0.099934,0.049527,0.050038,0.10871,0.056992,0.1375,0.024876,0.050626,0.057481,0.042598,0.016993,0.037388,0.056046,0.085674,0.036038,0.045026,0.034622,0.027175,1,tang,part2,3,603
0.13873,0.054285,0.17013,0.096844,0.0085707,0.10167,0.15657,0.11121,0.090013,0.12504,0.1074,0.12052,0.044394,0.09031,0.10112,0.085021,0.081802,0.11777,0.13219,0.15036,0.082031,0.12588,0.085022,0.10111,1,tang,part2,3,605
0.12194,0.053421,0.11712,0.060025,0.0066314,0.086529,0.1234,0.097249,0.099455,0.13355,0.09851,0.18101,0.048458,0.060571,0.11531,0.070695,0.054491,0.091295,0.1045,0.18574,0.058142,0.072895,0.04799,0.062813,1,tang,part2,3,606
0.090507,0.046448,0.16102,0.064598,0.0033895,0.096072,0.057019,0.10207,0.06005,0.10478,0.096924,0.17077,0.01939,0.071802,0.047801,0.063412,0.029134,0.053794,0.08539,0.13122,0.036607,0.059474,0.039982,0.039264,1,tang,part2,3,608
0.12142,0.03692,0.17642,0.081661,0.0071228,0.10509,0.10996,0.11989,0.092127,0.12595,0.11733,0.17855,0.037303,0.093725,0.10059,0.087906,0.049979,0.086788,0.087469,0.17443,0.066075,0.073816,0.06745,0.056252,1,tang,part2,3,611
0.084098,0.032699,0.12976,0.066116,0.0053723,0.046875,0.10726,0.061627,0.072248,0.11267,0.093846,0.16314,0.028242,0.049904,0.076417,0.05677,0.034992,0.058691,0.076979,0.16852,0.032263,0.049064,0.033344,0.041719,1,tang,part2,3,614
0.04861,0.033617,0.06823,0.062557,0.0022719,0.056413,0.043187,0.051623,0.068081,0.15266,0.081766,0.19489,0.019499,0.074676,0.042511,0.068447,0.037515,0.09914,0.11702,0.19579,0.024544,0.067745,0.02576,0.052052,1,tang,part2,3,615
0.07308,0.049523,0.13689,0.076977,0.0019645,0.067621,0.033917,0.078805,0.041549,0.059255,0.0975,0.15289,0.012782,0.082642,0.021124,0.067025,0.024181,0.053997,0.066327,0.15007,0.020088,0.038665,0.019921,0.030203,1,tang,part2,3,616
0.049821,0.030715,0.085515,0.06125,0.0027415,0.056926,0.068526,0.047019,0.065639,0.14349,0.12449,0.17393,0.022342,0.081256,0.03423,0.074808,0.033768,0.097377,0.18381,0.184,0.034908,0.09766,0.033061,0.065738,1,tang,part2,3,617
0.044232,0.0097993,0.095455,0.041303,0.0029695,0.029725,0.041677,0.04133,0.038968,0.046947,0.073333,0.13564,0.01654,0.048084,0.042533,0.041975,0.060572,0.1022,0.12526,0.2343,0.048535,0.091777,0.043271,0.076014,1,tang,part2,3,618
0.044483,0.014388,0.10635,0.038534,0.0018956,0.079278,0.038514,0.066052,0.049006,0.067596,0.099439,0.1409,0.016812,0.070693,0.034614,0.061044,0.031403,0.039892,0.062745,0.13968,0.037874,0.052555,0.038814,0.039181,1,tang,part2,3,619
0.10851,0.030972,0.12324,0.05265,0.0041119,0.085993,0.050632,0.11532,0.093486,0.13694,0.11304,0.21873,0.02304,0.10714,0.042573,0.10506,0.062224,0.12227,0.15113,0.20754,0.025848,0.11772,0.018476,0.095419,1,tang,part2,3,620
0.13165,0.042208,0.16542,0.1094,0.0097075,0.10436,0.14305,0.11954,0.094146,0.12921,0.12711,0.16589,0.041472,0.12214,0.087191,0.10641,0.054481,0.089689,0.15214,0.1439,0.064096,0.1056,0.079787,0.072535,1,tang,part2,3,621
0.074233,0.032035,0.14429,0.089426,0.0044137,0.10104,0.10088,0.088487,0.051214,0.10951,0.16703,0.14176,0.016468,0.11431,0.052501,0.083011,0.05314,0.12289,0.13803,0.21187,0.041147,0.080706,0.039257,0.068098,1,tang,part2,3,625
0.13951,0.05402,0.11502,0.067725,0.0057536,0.092836,0.10122,0.12456,0.083653,0.1042,0.075072,0.12166,0.044642,0.060409,0.10521,0.06614,0.042738,0.073732,0.079274,0.19313,0.045701,0.053229,0.04518,0.045039,1,tang,part2,3,626
0.024936,0.024053,0.037835,0.027775,0.0018071,0.017551,0.013193,0.020898,0.031094,0.07021,0.049795,0.15987,0.012244,0.022391,0.019548,0.024508,0.014852,0.056145,0.049077,0.15233,0.0080978,0.018619,0.0098262,0.015799,1,tang,part2,3,627
0.091337,0.036959,0.1007,0.07138,0.0051192,0.062937,0.095448,0.080697,0.07923,0.14364,0.1581,0.21556,0.022353,0.094104,0.054028,0.088381,0.049131,0.097583,0.13928,0.20988,0.03554,0.12411,0.03686,0.08276,1,tang,part2,3,628
0.076917,0.029419,0.11937,0.075582,0.0032129,0.055873,0.043966,0.070922,0.078017,0.14073,0.15577,0.18097,0.029713,0.056923,0.060226,0.068665,0.028878,0.069495,0.063447,0.20232,0.035685,0.029472,0.03636,0.02529,1,tang,part2,3,630
0.060318,0.039823,0.11235,0.046606,0.0029893,0.089341,0.10093,0.064858,0.062987,0.14897,0.10984,0.18313,0.025621,0.05841,0.054481,0.056584,0.047188,0.11607,0.12227,0.22899,0.031345,0.091365,0.028224,0.066651,1,tang,part2,3,631
0.072277,0.054624,0.083573,0.054616,0.0018485,0.055451,0.072741,0.038339,0.093929,0.19925,0.1472,0.19704,0.018519,0.12165,0.038434,0.10912,0.06451,0.083356,0.14174,0.22189,0.049497,0.11037,0.038746,0.094288,1,tang,part2,3,634
0.085201,0.026941,0.15473,0.063702,0.0023229,0.13755,0.024966,0.13126,0.13099,0.18234,0.19854,0.27102,0.028661,0.14051,0.046382,0.14246,0.029711,0.045426,0.060442,0.15216,0.03501,0.036283,0.033543,0.033233,1,tang,part2,3,635
0.11971,0.044229,0.13818,0.099964,0.0072209,0.11752,0.098023,0.12731,0.11907,0.13638,0.13784,0.20398,0.060171,0.11342,0.12183,0.11136,0.061681,0.0933,0.10848,0.14001,0.072924,0.10656,0.098581,0.070616,1,tang,part2,3,636
0.11383,0.081249,0.13339,0.13607,0.0037653,0.04508,0.090692,0.069928,0.056731,0.10317,0.11433,0.18753,0.032897,0.054899,0.09566,0.04589,0.054188,0.11543,0.12929,0.21352,0.043848,0.096825,0.035724,0.077069,1,tang,part2,3,637
0.059167,0.021484,0.10541,0.050941,0.0027865,0.076708,0.068863,0.07319,0.038408,0.061601,0.063065,0.078399,0.022484,0.042099,0.058306,0.03552,0.045702,0.063079,0.069074,0.1168,0.056754,0.066918,0.055765,0.052652,1,tang,part2,3,638
0.060291,0.024877,0.11593,0.064996,0.0013758,0.069611,0.015785,0.073608,0.032375,0.061942,0.06493,0.10392,0.0084489,0.033159,0.019192,0.034219,0.023138,0.05767,0.052073,0.10052,0.018843,0.03896,0.014178,0.03003,1,tang,part2,3,639
0.10131,0.034196,0.10599,0.053524,0.0052773,0.1034,0.070598,0.11491,0.086514,0.11877,0.13023,0.19056,0.028074,0.12156,0.051993,0.1042,0.068668,0.086918,0.11208,0.14424,0.069918,0.075618,0.064386,0.073884,1,tang,part2,3,641
0.124,0.041127,0.10761,0.070648,0.0075333,0.084648,0.13722,0.098118,0.098308,0.16088,0.14148,0.21107,0.038543,0.088662,0.10746,0.08297,0.051681,0.098581,0.09494,0.15379,0.065777,0.080056,0.078337,0.056416,1,tang,part2,3,642
0.048685,0.015502,0.0732,0.040789,0.004347,0.02957,0.063609,0.037092,0.040831,0.075552,0.098694,0.13283,0.012909,0.04704,0.029035,0.044684,0.051314,0.091353,0.13808,0.16624,0.041498,0.074546,0.024622,0.069105,1,tang,part2,3,643
0.095592,0.070406,0.20489,0.13778,0.0026617,0.10398,0.041964,0.099171,0.06697,0.12779,0.097325,0.16117,0.021725,0.073217,0.045169,0.067109,0.043438,0.14283,0.074947,0.22361,0.024025,0.062808,0.022981,0.050257,1,tang,part2,3,644
0.090922,0.041459,0.12189,0.09732,0.0039681,0.06894,0.080823,0.078575,0.043402,0.072997,0.083517,0.12025,0.020401,0.075856,0.061717,0.055251,0.027167,0.08697,0.10289,0.20542,0.040387,0.063388,0.045949,0.037769,1,tang,part2,3,645
0.073829,0.031093,0.066284,0.046348,0.0043877,0.032509,0.069367,0.049706,0.060633,0.076034,0.060914,0.13066,0.030203,0.022709,0.080401,0.035405,0.028529,0.062689,0.07318,0.13803,0.033141,0.055822,0.036601,0.039286,1,tang,part2,3,646
0.038189,0.015652,0.074655,0.047724,0.0019748,0.050342,0.038014,0.043252,0.035996,0.073557,0.062101,0.13771,0.016614,0.039755,0.041862,0.033315,0.030592,0.067826,0.064586,0.16518,0.041155,0.03974,0.034129,0.032025,1,tang,part2,3,650
0.054536,0.027339,0.098989,0.067687,0.0039685,0.051976,0.044947,0.047923,0.051451,0.11663,0.064195,0.18965,0.02892,0.036423,0.064845,0.033806,0.048279,0.10555,0.080619,0.21497,0.056832,0.057716,0.054035,0.046762,2,tang,part2,3,652
0.071867,0.032124,0.15875,0.096264,0.0027572,0.080834,0.069501,0.080583,0.090372,0.17906,0.1006,0.17647,0.02669,0.06453,0.083381,0.067388,0.048715,0.10666,0.10178,0.23713,0.042681,0.08081,0.035739,0.064528,2,tang,part2,3,653
0.079838,0.031117,0.11475,0.053604,0.0036455,0.10001,0.033113,0.101,0.035015,0.084283,0.099828,0.16684,0.009024,0.058524,0.022129,0.045766,0.024795,0.081452,0.078512,0.23229,0.019203,0.038089,0.017374,0.029258,2,tang,part2,3,654
0.065215,0.013661,0.062871,0.044072,0.0041963,0.048446,0.057054,0.065111,0.030253,0.036448,0.057913,0.10561,0.019419,0.030189,0.045708,0.027473,0.032065,0.082577,0.037587,0.19275,0.041437,0.035045,0.033776,0.029252,1,tang,part2,3,662
0.07311,0.067435,0.122,0.1354,0.0024842,0.069771,0.052904,0.065809,0.032507,0.092813,0.078079,0.16982,0.015431,0.064237,0.04622,0.039626,0.026929,0.072762,0.091498,0.16057,0.027742,0.047366,0.028246,0.034198,2,tang,part3,1,671
0.058258,0.019944,0.081165,0.032799,0.0027837,0.044992,0.0646,0.055328,0.044069,0.05355,0.087557,0.10399,0.020063,0.060415,0.050295,0.050868,0.055015,0.079729,0.089211,0.14829,0.073367,0.058411,0.072594,0.053601,1,tang,part3,1,677
0.12318,0.084329,0.10591,0.028766,0.0035807,0.091459,0.09579,0.096689,0.061848,0.13308,0.093214,0.11733,0.033797,0.053962,0.10422,0.046866,0.035847,0.054296,0.097636,0.10377,0.053421,0.070392,0.084334,0.042071,0,tang,part3,1,678
0.059919,0.017667,0.084417,0.042862,0.0039244,0.047192,0.050434,0.05679,0.046723,0.065771,0.059175,0.079814,0.019907,0.051603,0.042035,0.046778,0.053744,0.068686,0.096312,0.11119,0.05591,0.081878,0.053965,0.0678,1,tang,part3,1,681
0.041854,0.012431,0.056098,0.027107,0.0034631,0.044037,0.054073,0.043698,0.061797,0.069271,0.084364,0.084484,0.02116,0.072339,0.04007,0.070073,0.019934,0.038042,0.052795,0.078318,0.019404,0.050513,0.012389,0.035038,1,tang,part3,1,682
0.069667,0.041298,0.10579,0.059171,0.0060913,0.081214,0.10408,0.0809,0.038672,0.079832,0.10921,0.12353,0.015121,0.072734,0.055799,0.051492,0.051704,0.068545,0.071473,0.09189,0.052933,0.074771,0.058452,0.061201,1,tang,part3,1,683
0.031788,0.0068469,0.053955,0.027461,0.0028795,0.038558,0.037367,0.039909,0.043847,0.043301,0.056174,0.082805,0.017972,0.067878,0.033769,0.056634,0.070397,0.088246,0.085075,0.13396,0.055667,0.075909,0.048422,0.075409,1,tang,part3,1,685
0.076274,0.018619,0.067388,0.047228,0.0042813,0.019714,0.10042,0.040622,0.039755,0.031492,0.046884,0.079302,0.025689,0.024428,0.077757,0.023963,0.019515,0.033386,0.041628,0.11228,0.024276,0.031181,0.021457,0.023373,1,tang,part3,1,686
0.076383,0.035656,0.085872,0.034747,0.0058884,0.046738,0.12325,0.054606,0.041934,0.10351,0.12263,0.11309,0.021295,0.057568,0.061697,0.048197,0.036737,0.073097,0.080365,0.082019,0.04072,0.055953,0.045391,0.04312,1,tang,part3,1,687
0.012546,0.0061422,0.027708,0.013985,0.0007881,0.0094565,0.0146,0.010058,0.014635,0.023074,0.021178,0.073753,0.0051106,0.02096,0.0088846,0.017001,0.0041077,0.015102,0.024529,0.0577,0.0047706,0.012839,0.0073804,0.0070821,1,tang,part3,1,688
0.047723,0.020423,0.070769,0.039218,0.0011793,0.0414,0.026951,0.047792,0.027587,0.054999,0.068963,0.10973,0.010256,0.036123,0.030081,0.029151,0.0159,0.037677,0.060604,0.072235,0.018947,0.0439,0.021627,0.026772,1,tang,part3,1,691
0.02244,0.012712,0.088207,0.038949,0.0010301,0.03632,0.02614,0.031363,0.023234,0.023508,0.059746,0.072742,0.01278,0.020438,0.032748,0.020185,0.022676,0.032645,0.052424,0.08445,0.022022,0.02728,0.023254,0.023994,1,tang,part3,1,693
0.03241,0.0067166,0.044813,0.023546,0.002325,0.036679,0.019666,0.042503,0.035755,0.077025,0.05215,0.1547,0.010258,0.046384,0.011059,0.041563,0.044174,0.077226,0.088828,0.17629,0.028158,0.078303,0.014906,0.063999,1,tang,part3,1,696
0.019945,0.010042,0.033375,0.014261,0.00074144,0.027834,0.0049944,0.029291,0.016185,0.028277,0.025803,0.04625,0.0040675,0.024273,0.005393,0.021794,0.0088494,0.02495,0.042709,0.085496,0.013927,0.016333,0.0058126,0.012215,1,tang,part3,1,697
0.033846,0.01436,0.10349,0.038535,0.0018871,0.04188,0.029304,0.044244,0.021569,0.027035,0.0494,0.087622,0.012415,0.032583,0.045109,0.024945,0.030484,0.035423,0.055894,0.10987,0.043154,0.038248,0.045215,0.032123,1,tang,part3,1,698
