alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self,raw
0.030613,0.012792,0.065412,0.049582,0.0017523,0.035804,0.022211,0.031675,0.026134,0.040876,0.053196,0.046537,0.010268,0.036457,0.021615,0.03049,0.012724,0.022814,0.031441,0.031743,0.01723,0.017387,0.011237,0.014629,0,yang,part1,3,264
0.032078,0.020443,0.11692,0.05705,0.0078059,0.038584,0.023705,0.032523,0.01883,0.044805,0.067842,0.056303,0.016807,0.026353,0.016495,0.020994,0.011589,0.02655,0.036245,0.042711,0.0189,0.01866,0.013818,0.013949,0,yang,part1,3,265
0.017244,0.011239,0.037724,0.039519,0.0059444,0.011277,0.0074802,0.011121,0.0072664,0.033716,0.023091,0.057088,0.01367,0.0066014,0.0063447,0.0045224,0.0044638,0.010855,0.010601,0.032214,0.013301,0.013141,0.0052235,0.0080423,0,yang,part1,3,266
0.038223,0.012754,0.085136,0.047935,0.0035814,0.050607,0.032002,0.047803,0.046882,0.09612,0.059236,0.065401,0.030584,0.036084,0.027637,0.042336,0.035779,0.068263,0.04369,0.06547,0.041412,0.03977,0.023624,0.039104,0,yang,part1,3,267
0.045249,0.022285,0.061123,0.04572,0.0047756,0.026434,0.02683,0.036458,0.025164,0.0735,0.05094,0.089539,0.021002,0.022928,0.022814,0.021546,0.017977,0.055991,0.035498,0.07178,0.030821,0.022831,0.019469,0.017565,0,yang,part1,3,268
0.041087,0.025378,0.083982,0.072156,0.0022833,0.022775,0.02501,0.026984,0.016149,0.059644,0.025968,0.048473,0.0047855,0.017213,0.010489,0.015767,0.02238,0.055962,0.038866,0.071223,0.026093,0.02639,0.025844,0.022191,0,yang,part1,3,269
0.026297,0.013376,0.072191,0.047796,0.0019223,0.025635,0.012993,0.028509,0.011971,0.03001,0.029982,0.037904,0.0050892,0.018804,0.0084106,0.014752,0.0086709,0.024139,0.015709,0.05623,0.0098418,0.017707,0.0088521,0.012225,0,yang,part1,3,271
0.013917,0.0024466,0.072017,0.055657,0.0012202,0.017371,0.010516,0.016992,0.014956,0.037042,0.041057,0.058568,0.0083448,0.013513,0.0063048,0.014476,0.0095315,0.037086,0.020457,0.039036,0.010234,0.013216,0.0058887,0.010213,0,yang,part1,3,272
0.03455,0.020687,0.078805,0.060384,0.003199,0.029362,0.025658,0.031199,0.017627,0.057566,0.039594,0.082695,0.013356,0.025026,0.015368,0.018983,0.011451,0.043933,0.028155,0.061849,0.0182,0.010374,0.01262,0.0091333,0,yang,part1,3,273
0.024777,0.014388,0.075313,0.080622,0.0015649,0.0091311,0.013701,0.015105,0.014286,0.048967,0.030941,0.070228,0.0066113,0.010023,0.0081261,0.0098565,0.0076906,0.024631,0.022606,0.03486,0.0094222,0.0091444,0.0076206,0.0082683,0,yang,part1,3,274
0.032664,0.019954,0.086242,0.056042,0.0025757,0.016128,0.01234,0.022693,0.01186,0.03187,0.011518,0.046255,0.012295,0.011062,0.012215,0.011168,0.0081421,0.037746,0.013259,0.024573,0.015284,0.010477,0.0089801,0.0085679,0,yang,part1,3,275
0.067489,0.024704,0.11667,0.037322,0.0024345,0.063849,0.029931,0.075825,0.036172,0.06987,0.06197,0.077938,0.0099153,0.044097,0.016856,0.04086,0.024981,0.049394,0.050205,0.058277,0.024107,0.045216,0.019021,0.033913,0,yang,part1,3,276
0.030845,0.01465,0.045352,0.027349,0.0015531,0.037883,0.016671,0.035464,0.02258,0.044845,0.023201,0.048646,0.012521,0.030889,0.026107,0.02426,0.017064,0.043728,0.042776,0.066088,0.016705,0.026719,0.012992,0.021485,0,yang,part1,3,277
0.076639,0.025643,0.093787,0.1073,0.0047519,0.1292,0.046761,0.11249,0.070239,0.11101,0.069996,0.18296,0.021288,0.074183,0.045489,0.070358,0.055002,0.08891,0.10372,0.16757,0.046495,0.096704,0.041856,0.0748,0,yang,part1,3,279
0.020921,0.010046,0.051222,0.040475,0.0041258,0.023835,0.017817,0.021812,0.012868,0.053866,0.038391,0.069236,0.0071512,0.011986,0.009847,0.010703,0.0098118,0.035016,0.014259,0.043459,0.0063965,0.0097556,0.0052518,0.0087829,0,yang,part1,3,280
0.011106,0.0099538,0.032195,0.028342,0.0022819,0.0089548,0.0038966,0.010508,0.0074552,0.017266,0.024003,0.062056,0.0070848,0.010741,0.007903,0.0090874,0.0082235,0.028149,0.0091389,0.040274,0.0086514,0.0097899,0.004978,0.0085198,0,yang,part1,3,281
0.037563,0.013191,0.079447,0.023478,0.0036555,0.042955,0.045447,0.042887,0.024253,0.023304,0.045812,0.072061,0.022139,0.027713,0.040731,0.022505,0.022757,0.032977,0.04517,0.068465,0.028714,0.037794,0.027567,0.02788,0,yang,part1,3,282
0.020719,0.01357,0.045349,0.02028,0.0023602,0.018739,0.0076833,0.02167,0.0084207,0.026028,0.039523,0.030135,0.0078697,0.01917,0.0048616,0.014981,0.0086977,0.032849,0.020099,0.043147,0.0095624,0.009915,0.0033671,0.0084062,0,yang,part1,3,283
0.014508,0.008428,0.023033,0.012381,0.0025626,0.0097918,0.013068,0.012594,0.013722,0.030082,0.026087,0.053887,0.012874,0.017759,0.012164,0.015485,0.0083574,0.028233,0.017025,0.052323,0.0093748,0.012168,0.0070371,0.010167,1,yang,part1,3,285
0.018225,0.013335,0.061464,0.042962,0.0015335,0.017607,0.0063688,0.016715,0.013079,0.029373,0.032437,0.037639,0.010404,0.013919,0.010828,0.012877,0.0074376,0.026118,0.015977,0.033859,0.010188,0.011037,0.0065014,0.0092861,1,yang,part1,3,286
0.058708,0.013353,0.035307,0.023494,0.0046934,0.063686,0.039114,0.066072,0.022455,0.017537,0.03522,0.052115,0.014846,0.03024,0.02498,0.02657,0.021395,0.033037,0.036247,0.054885,0.019894,0.04166,0.015392,0.030752,1,yang,part1,3,287
0.06412,0.013543,0.066144,0.04247,0.0040668,0.038478,0.058149,0.055419,0.049012,0.08074,0.10385,0.079109,0.02233,0.086348,0.051906,0.064045,0.027598,0.0416,0.040551,0.047886,0.031534,0.039417,0.03785,0.028289,0,yang,part1,3,288
0.01671,0.010466,0.038059,0.033551,0.0010118,0.017059,0.010367,0.019116,0.019476,0.04548,0.03708,0.079174,0.011392,0.022853,0.011099,0.020049,0.0087186,0.028008,0.030391,0.038576,0.0093367,0.01507,0.0099377,0.011283,0,yang,part1,3,289
0.070876,0.019013,0.062174,0.037158,0.0052558,0.081597,0.053613,0.077686,0.042634,0.037107,0.049025,0.065336,0.021694,0.051601,0.050921,0.046246,0.031142,0.04084,0.043947,0.048753,0.045159,0.039353,0.041354,0.033581,0,yang,part1,3,290
0.030929,0.014006,0.08678,0.058625,0.0023509,0.03764,0.032619,0.032789,0.030623,0.054423,0.062155,0.088462,0.013511,0.053909,0.024742,0.042311,0.021714,0.036475,0.055392,0.065187,0.025551,0.037494,0.023906,0.02856,0,yang,part1,3,291
0.026255,0.0086794,0.084512,0.028159,0.0024869,0.013592,0.02531,0.021051,0.015519,0.020641,0.038864,0.064372,0.0089405,0.01684,0.012768,0.016631,0.0051471,0.015388,0.029044,0.042553,0.0092338,0.011795,0.0047925,0.0088182,0,yang,part1,3,292
0.019038,0.007883,0.056045,0.028491,0.0086423,0.012537,0.01114,0.018517,0.017183,0.040189,0.035869,0.046945,0.020558,0.025256,0.0078984,0.022102,0.0089376,0.015638,0.014643,0.028081,0.023071,0.010738,0.01379,0.0089514,0,yang,part1,3,293
0.036309,0.012354,0.052168,0.022802,0.011121,0.031747,0.029714,0.032989,0.017576,0.026256,0.0326,0.046225,0.017033,0.024014,0.018716,0.020663,0.022369,0.039502,0.045664,0.049522,0.02557,0.03955,0.013295,0.032458,0,yang,part1,3,294
0.010978,0.015232,0.064726,0.063266,0.0037997,0.014543,0.0052497,0.0065295,0.0099904,0.020609,0.02684,0.040475,0.0079144,0.010802,0.00957,0.0099564,0.0023913,0.012059,0.0072565,0.020331,0.004826,0.012195,0.0022029,0.0058457,0,yang,part1,3,295
0.028334,0.0096449,0.083822,0.036411,0.0032328,0.039358,0.033899,0.036249,0.036229,0.047871,0.071409,0.083912,0.018411,0.045189,0.028442,0.041244,0.027553,0.056933,0.079464,0.10503,0.022713,0.057807,0.0098369,0.043647,1,yang,part1,3,296
0.11957,0.039325,0.179,0.089433,0.0052244,0.099469,0.067091,0.12146,0.047369,0.079554,0.070016,0.086351,0.028364,0.060935,0.060515,0.048469,0.02983,0.063216,0.071546,0.068081,0.032853,0.060213,0.032792,0.042691,1,yang,part1,3,297
0.031352,0.015106,0.084302,0.051719,0.00443,0.021735,0.012246,0.026792,0.017621,0.025811,0.024455,0.05352,0.012971,0.015598,0.012474,0.016755,0.0039748,0.016107,0.011019,0.024031,0.0083561,0.014444,0.0050264,0.0086143,1,yang,part1,3,298
0.015903,0.0028362,0.032461,0.013728,0.0054946,0.023505,0.023129,0.022042,0.029676,0.057009,0.033742,0.076422,0.019322,0.029777,0.037257,0.025979,0.010555,0.020992,0.023222,0.052633,0.013205,0.017859,0.014837,0.012593,1,yang,part1,3,299
0.013911,0.010258,0.060715,0.028579,0.0039179,0.025906,0.012799,0.019931,0.011282,0.026176,0.030539,0.039631,0.0093327,0.03055,0.011396,0.019293,0.007378,0.025386,0.021696,0.014834,0.011174,0.018136,0.0073524,0.011652,1,yang,part1,3,300
0.064589,0.016956,0.12442,0.04051,0.0056434,0.090993,0.069168,0.081432,0.064724,0.10044,0.13533,0.092912,0.020474,0.12268,0.055741,0.093208,0.038845,0.05092,0.083062,0.064816,0.046693,0.073365,0.060978,0.049431,1,yang,part1,3,301
0.023622,0.010086,0.058864,0.046122,0.0044917,0.034831,0.018685,0.032266,0.026829,0.07604,0.041608,0.079667,0.012566,0.036109,0.018774,0.029294,0.017665,0.039877,0.028127,0.034331,0.025297,0.028544,0.024227,0.020543,1,yang,part1,3,303
0.035221,0.012603,0.089443,0.06009,0.00646,0.036364,0.017481,0.043306,0.028038,0.061447,0.05501,0.08996,0.011759,0.031689,0.018496,0.028297,0.017185,0.04664,0.041056,0.044439,0.019246,0.0316,0.015419,0.021784,1,yang,part1,3,304
0.042674,0.024881,0.098207,0.054892,0.0055861,0.066407,0.019155,0.055955,0.028962,0.041368,0.055497,0.049793,0.019336,0.041378,0.022971,0.036463,0.031748,0.057699,0.036396,0.075003,0.033645,0.034541,0.01872,0.032905,1,yang,part1,3,305
0.018594,0.0075734,0.050119,0.019806,0.0046628,0.013887,0.023531,0.016639,0.011425,0.035938,0.021759,0.055629,0.010922,0.014978,0.011909,0.011071,0.006445,0.020851,0.016376,0.04962,0.0090582,0.008327,0.0054938,0.0076415,1,yang,part1,3,306
0.025934,0.012213,0.059453,0.040146,0.0034257,0.021965,0.016948,0.027482,0.025569,0.048796,0.05439,0.0713,0.011371,0.019409,0.016577,0.022539,0.010211,0.028558,0.02656,0.040284,0.011087,0.018345,0.0075033,0.014113,1,yang,part1,3,307
0.01289,0.011195,0.0455,0.025475,0.0060587,0.018403,0.0097438,0.016432,0.013821,0.043689,0.033373,0.037827,0.010867,0.016488,0.0071006,0.01492,0.0088119,0.026341,0.016091,0.042172,0.012483,0.012549,0.0066684,0.0094928,1,yang,part1,3,308
0.03526,0.024163,0.044802,0.046224,0.0048723,0.026057,0.015988,0.024303,0.019626,0.053207,0.028711,0.049631,0.014301,0.032363,0.010915,0.024232,0.010743,0.041188,0.01588,0.031476,0.013056,0.015352,0.0085277,0.013529,1,yang,part1,3,309
0.0097362,0.010612,0.029711,0.03458,0.0064395,0.011945,0.0053627,0.0065388,0.013555,0.029375,0.024283,0.051488,0.0074398,0.01412,0.013027,0.012581,0.012799,0.03302,0.032439,0.052492,0.013492,0.016382,0.011821,0.014217,1,yang,part1,3,310
0.028855,0.011501,0.08933,0.050091,0.0056799,0.022165,0.015647,0.028784,0.01798,0.023479,0.027795,0.03597,0.017181,0.019825,0.020385,0.016962,0.017758,0.035095,0.035248,0.045671,0.020689,0.018014,0.012555,0.019412,1,yang,part1,3,311
0.053243,0.029984,0.05326,0.036465,0.010331,0.030949,0.031514,0.040731,0.033,0.09888,0.0351,0.061193,0.024859,0.042776,0.024694,0.033544,0.010438,0.043067,0.018837,0.052512,0.018438,0.012373,0.0087904,0.010803,1,yang,part1,3,312
0.058492,0.024993,0.10572,0.063499,0.0088121,0.045559,0.030585,0.060229,0.02662,0.077225,0.042803,0.073819,0.015696,0.016351,0.02257,0.01908,0.010671,0.036497,0.030212,0.052289,0.015021,0.015529,0.01316,0.012242,1,yang,part1,3,313
0.037822,0.016284,0.051116,0.023143,0.0047817,0.01852,0.032233,0.026047,0.025643,0.061347,0.065076,0.08608,0.014467,0.05254,0.029732,0.037231,0.016548,0.035171,0.041059,0.057375,0.012853,0.040303,0.0073289,0.029177,1,yang,part1,3,314
0.010816,0.0077213,0.06185,0.025626,0.0025857,0.015773,0.014884,0.013162,0.012122,0.024931,0.012227,0.05844,0.010136,0.012411,0.011878,0.011022,0.0069354,0.026187,0.016548,0.028285,0.014487,0.011522,0.009285,0.0083616,1,yang,part1,3,315
0.02557,0.019716,0.046848,0.033178,0.0040998,0.010127,0.01722,0.015042,0.018792,0.059979,0.035041,0.063206,0.010689,0.015801,0.017921,0.013335,0.0096957,0.032526,0.02376,0.052695,0.015867,0.01235,0.014764,0.0083404,1,yang,part1,3,317
0.018897,0.0078474,0.051831,0.019224,0.0039642,0.032377,0.014953,0.028407,0.016014,0.041998,0.029988,0.07904,0.013587,0.019883,0.015129,0.016701,0.0078903,0.019585,0.017773,0.039857,0.015739,0.013457,0.01045,0.01023,1,yang,part1,3,318
0.041046,0.018713,0.058385,0.047652,0.004178,0.030028,0.021782,0.033818,0.018915,0.042557,0.040889,0.06487,0.017752,0.015426,0.01983,0.016201,0.012855,0.026923,0.026118,0.061184,0.014765,0.026704,0.014049,0.01912,1,yang,part1,3,319
0.017461,0.0069925,0.060767,0.032101,0.0039773,0.021159,0.0088902,0.024044,0.018057,0.031233,0.053793,0.0794,0.007827,0.019475,0.016123,0.01858,0.01564,0.041973,0.030367,0.054419,0.015265,0.019143,0.0099155,0.017552,1,yang,part1,3,320
0.069997,0.022364,0.082626,0.035029,0.0066039,0.091962,0.046947,0.09169,0.13021,0.14402,0.1641,0.14864,0.041936,0.13419,0.082378,0.13855,0.034353,0.048674,0.065652,0.085186,0.039957,0.06903,0.031987,0.049776,1,yang,part1,3,321
0.037637,0.016029,0.082801,0.034493,0.0054295,0.024571,0.027075,0.031525,0.034786,0.054931,0.070939,0.10511,0.015185,0.038149,0.019207,0.037692,0.015789,0.027361,0.027956,0.047031,0.016561,0.025735,0.010225,0.021073,1,yang,part1,3,322
0.028868,0.020579,0.084049,0.080713,0.0059901,0.0030855,0.0091347,0.012362,0.0091662,0.033325,0.026732,0.061806,0.009918,0.011651,0.0059598,0.0097806,0.007324,0.034544,0.015396,0.055929,0.007943,0.0049677,0.0039071,0.0053605,1,yang,part1,3,323
0.032486,0.012061,0.052393,0.029353,0.0045854,0.026807,0.023946,0.031372,0.028089,0.053179,0.045944,0.090134,0.012423,0.024442,0.023032,0.024797,0.024338,0.045442,0.042284,0.058538,0.022885,0.041032,0.015477,0.033246,1,yang,part1,3,324
0.17631,0.027765,0.14062,0.050623,0.011389,0.11076,0.13875,0.1649,0.10503,0.11519,0.072161,0.10994,0.04953,0.062338,0.10095,0.082422,0.025197,0.034708,0.024217,0.03428,0.036052,0.028381,0.030168,0.026385,1,yang,part1,3,325
0.014866,0.011413,0.037306,0.02701,0.0043434,0.013673,0.0057655,0.012623,0.006203,0.02164,0.025905,0.04663,0.0091528,0.012631,0.0024476,0.0097046,0.0044474,0.024673,0.0072954,0.048055,0.0055885,0.005858,0.003091,0.0037323,1,yang,part1,3,326
0.017352,0.009804,0.067839,0.047926,0.0039099,0.016319,0.021295,0.013826,0.011752,0.036473,0.02981,0.045232,0.0084148,0.010748,0.015734,0.010572,0.0069173,0.020424,0.015682,0.034679,0.010651,0.0068389,0.011428,0.0052438,1,yang,part1,3,327
0.053287,0.022732,0.07647,0.037599,0.0060734,0.049717,0.044152,0.048025,0.038413,0.062827,0.085648,0.089456,0.028994,0.038463,0.038135,0.036828,0.033643,0.059847,0.045103,0.092448,0.040298,0.030713,0.040536,0.029362,1,yang,part1,3,329
0.026664,0.013456,0.072375,0.033687,0.0024254,0.020733,0.027911,0.025816,0.017431,0.048064,0.035042,0.077569,0.012158,0.023989,0.014314,0.018369,0.013839,0.032727,0.026868,0.063417,0.010256,0.017206,0.0091704,0.015504,1,yang,part1,3,330
0.022255,0.011709,0.041222,0.044971,0.0043279,0.029728,0.020084,0.022592,0.022438,0.044384,0.057201,0.07915,0.010279,0.039764,0.017209,0.031253,0.018334,0.038884,0.053641,0.047109,0.011287,0.039692,0.010249,0.029632,1,yang,part1,3,331
0.016132,0.008278,0.059076,0.025999,0.0056207,0.015718,0.029163,0.015507,0.028397,0.048312,0.059696,0.074667,0.018965,0.039687,0.032208,0.032009,0.020175,0.032388,0.033692,0.059596,0.020821,0.031258,0.015205,0.026225,1,yang,part1,3,332
0.0090841,0.0069365,0.035504,0.018669,0.0044894,0.011681,0.011027,0.011988,0.0094859,0.032292,0.030216,0.069249,0.0059134,0.016219,0.0095785,0.011144,0.0050283,0.013599,0.01084,0.019714,0.0075928,0.012815,0.0088367,0.0072083,1,yang,part1,3,333
0.014449,0.0038103,0.041786,0.020228,0.0043877,0.011766,0.0069633,0.016263,0.010006,0.020991,0.016792,0.050039,0.0065069,0.0087254,0.005684,0.0086975,0.0062933,0.013367,0.008612,0.020365,0.010994,0.0091829,0.0072182,0.0075534,1,yang,part1,3,334
0.0093056,0.0040284,0.049915,0.026805,0.0028946,0.021155,0.0041228,0.017419,0.0060284,0.0078529,0.016017,0.029385,0.0090792,0.019872,0.015869,0.011625,0.0074069,0.019599,0.013432,0.032074,0.010729,0.0066614,0.0059029,0.0066877,1,yang,part1,3,335
0.005586,0.0036784,0.035144,0.019157,0.0036378,0.0084179,0.0063852,0.0058673,0.0093898,0.038693,0.026305,0.03756,0.010556,0.0061889,0.0055122,0.0077364,0.0031818,0.019398,0.01264,0.02889,0.0032361,0.0063254,0.00087108,0.0040323,1,yang,part1,3,336
0.014796,0.009706,0.02121,0.036689,0.0030921,0.016815,0.016475,0.016368,0.016912,0.079557,0.010325,0.036642,0.010403,0.014172,0.011628,0.013174,0.01197,0.036887,0.018889,0.03632,0.011164,0.019311,0.0057962,0.015684,1,yang,part1,3,337
0.03168,0.018264,0.037605,0.032776,0.0057793,0.013364,0.013237,0.018889,0.015472,0.027996,0.029479,0.050805,0.009584,0.011327,0.010853,0.012742,0.0086276,0.026374,0.018849,0.042773,0.013869,0.0071542,0.0057547,0.007711,1,yang,part1,3,338
0.017981,0.014835,0.062034,0.032574,0.0032898,0.016591,0.010605,0.018173,0.017007,0.036959,0.039243,0.055562,0.0074027,0.027816,0.012787,0.020685,0.012553,0.029037,0.010649,0.051029,0.0138,0.018579,0.0099434,0.013409,1,yang,part1,3,339
0.052675,0.014547,0.10025,0.027961,0.0096805,0.061644,0.045935,0.062892,0.028857,0.046424,0.05215,0.044579,0.017366,0.043081,0.036608,0.032531,0.033593,0.047895,0.047287,0.068999,0.042006,0.042293,0.040169,0.036464,1,yang,part1,3,340
0.03671,0.0079241,0.042541,0.01734,0.0048865,0.025721,0.037552,0.032952,0.021688,0.034242,0.0393,0.04758,0.012107,0.029975,0.026591,0.024452,0.011274,0.023143,0.027083,0.03865,0.01228,0.018585,0.013284,0.01474,1,yang,part2,3,342
0.017303,0.0065018,0.031695,0.015947,0.0043907,0.012993,0.015864,0.016141,0.017835,0.023789,0.021078,0.054477,0.015235,0.016691,0.01972,0.015442,0.013883,0.035195,0.022085,0.053042,0.020627,0.010361,0.01095,0.011584,1,yang,part2,3,343
0.020437,0.010586,0.055338,0.032222,0.0033802,0.020131,0.0038176,0.022881,0.013233,0.034666,0.036524,0.072661,0.0077331,0.01638,0.0056919,0.013964,0.0075009,0.020875,0.012579,0.049685,0.0095277,0.0094266,0.0083886,0.007362,1,yang,part2,3,344
0.011491,0.0062386,0.021486,0.019274,0.0025983,0.016068,0.011219,0.013535,0.0091818,0.020292,0.014482,0.048303,0.010032,0.011069,0.0037309,0.0098072,0.0056317,0.014362,0.02737,0.047551,0.0095513,0.011209,0.005456,0.0079162,1,yang,part2,3,345
0.018768,0.0087104,0.052571,0.02709,0.0065588,0.019037,0.014342,0.019249,0.018059,0.03086,0.033339,0.043234,0.01218,0.031675,0.0069825,0.025307,0.010751,0.023958,0.02373,0.04002,0.010277,0.026752,0.006936,0.018317,1,yang,part2,3,346
0.010217,0.00091479,0.028415,0.014384,0.0031599,0.014103,0.0055562,0.014588,0.0029628,0.01178,0.0071055,0.029067,0.0052163,0.0076449,0.0024308,0.0048732,0.00077372,0.0088254,0.013568,0.047405,0.0045005,0.0047146,0.0016324,0.0024783,1,yang,part2,3,347
0.008918,0.0076207,0.039603,0.032124,0.0036271,0.0069719,0.0053462,0.0087726,0.0053084,0.012856,0.014966,0.026211,0.0051934,0.0083335,0.0033027,0.0070501,0.0044629,0.01975,0.008696,0.03497,0.0060463,0.0048921,0.0044521,0.0039,1,yang,part2,3,348
0.014028,0.0076756,0.05557,0.038792,0.0028031,0.011964,0.0066654,0.014536,0.0067099,0.0099297,0.01562,0.044932,0.0061395,0.0050277,0.0043422,0.0047325,0.0044739,0.011165,0.017799,0.026552,0.00876,0.006076,0.0049448,0.0055687,1,yang,part2,3,349
0.048962,0.017336,0.051026,0.038104,0.0053949,0.031547,0.028407,0.040579,0.014286,0.034233,0.026502,0.053322,0.014485,0.013351,0.014148,0.012383,0.0063176,0.016361,0.011499,0.026143,0.010863,0.011585,0.0083896,0.0069707,1,yang,part2,3,350
0.013125,0.0036987,0.046958,0.033839,0.003351,0.013378,0.0085267,0.015189,0.0084115,0.01744,0.022618,0.042508,0.0087748,0.0078573,0.0081419,0.0072688,0.012716,0.024257,0.021193,0.051138,0.016689,0.012599,0.0093115,0.012972,1,yang,part2,3,351
0.035893,0.025332,0.050068,0.10279,0.0032019,0.013522,0.012496,0.023495,0.018094,0.044209,0.021573,0.16382,0.011779,0.021584,0.011105,0.018641,0.01057,0.02724,0.029505,0.092961,0.0091603,0.02434,0.0076632,0.017131,1,yang,part2,3,352
0.027051,0.0091454,0.026869,0.01371,0.0040254,0.035904,0.012765,0.036352,0.033061,0.051541,0.037705,0.075757,0.019848,0.02907,0.024863,0.028789,0.011546,0.029119,0.019913,0.037015,0.011414,0.017126,0.0091138,0.01363,1,yang,part2,3,353
0.015312,0.01195,0.031704,0.017904,0.0028184,0.011209,0.013603,0.010896,0.0054735,0.012099,0.011059,0.031912,0.011318,0.0085149,0.0068562,0.0067794,0.0032685,0.016691,0.012228,0.022935,0.0073271,0.010342,0.006074,0.0051874,1,yang,part2,3,354
0.040908,0.016222,0.032675,0.026365,0.0035414,0.020673,0.02559,0.030828,0.016436,0.016187,0.025788,0.038398,0.015358,0.021138,0.022013,0.018627,0.0086529,0.029218,0.02063,0.033213,0.0099386,0.016911,0.0057983,0.012524,1,yang,part2,3,355
0.029343,0.009877,0.074341,0.040528,0.0048114,0.059458,0.032178,0.047355,0.028412,0.026451,0.045801,0.057005,0.014562,0.047005,0.020978,0.039014,0.029778,0.040297,0.058687,0.046103,0.02078,0.079098,0.011918,0.05607,1,yang,part2,3,356
0.011471,0.0062976,0.026044,0.035962,0.0025871,0.0047038,0.016247,0.0074258,0.0055285,0.0095127,0.011735,0.024198,0.011639,0.010648,0.0083646,0.0070703,0.0025639,0.0094078,0.0096178,0.026823,0.0076067,0.0066077,0.0063376,0.0039713,1,yang,part2,3,357
0.0141,0.0070933,0.019534,0.014035,0.004007,0.018453,0.010813,0.016309,0.0086364,0.01978,0.016053,0.032374,0.011419,0.014804,0.010226,0.011545,0.012647,0.031448,0.023678,0.044559,0.013281,0.017948,0.010794,0.014539,0,yang,part2,3,358
0.11053,0.021814,0.18459,0.073597,0.011289,0.1265,0.12866,0.12945,0.097823,0.094668,0.11586,0.084248,0.045828,0.14095,0.11716,0.1148,0.071052,0.08114,0.12209,0.10954,0.082247,0.1186,0.09539,0.088551,0,yang,part2,3,359
0.064769,0.034358,0.07922,0.084872,0.0055148,0.047833,0.023761,0.062707,0.031979,0.04852,0.056944,0.061,0.019752,0.041174,0.037218,0.035854,0.028262,0.03503,0.043888,0.061652,0.032562,0.038361,0.031281,0.032638,0,yang,part2,3,360
0.038001,0.013493,0.068609,0.039069,0.0051886,0.039459,0.044216,0.038792,0.026231,0.046931,0.041317,0.055874,0.0093249,0.021411,0.022357,0.022647,0.021565,0.033237,0.037076,0.057176,0.021413,0.030751,0.024128,0.025139,1,yang,part2,3,361
0.083239,0.025395,0.10064,0.048216,0.0059268,0.056013,0.044707,0.077659,0.05309,0.061634,0.072708,0.10264,0.019892,0.055905,0.031235,0.056243,0.014508,0.034283,0.027572,0.058671,0.014775,0.031008,0.011069,0.021851,1,yang,part2,3,362
0.022988,0.013593,0.036911,0.038284,0.0038982,0.0053342,0.0031428,0.012579,0.013771,0.023432,0.023281,0.041986,0.009367,0.009821,0.0053772,0.012627,0.0055825,0.016443,0.0062138,0.032882,0.0079205,0.0072295,0.0045771,0.0054292,0,yang,part2,3,363
0.025633,0.0065009,0.017391,0.017055,0.0043018,0.016513,0.026301,0.020947,0.010199,0.012798,0.025239,0.051346,0.011875,0.01216,0.015949,0.0098082,0.014361,0.033138,0.020402,0.034854,0.016183,0.017137,0.013683,0.014722,0,yang,part2,3,364
0.012989,0.0046182,0.047169,0.028235,0.0040337,0.015015,0.020038,0.01474,0.011732,0.019541,0.031184,0.061938,0.0093332,0.014691,0.0082983,0.01283,0.0051804,0.014229,0.011135,0.021089,0.0073863,0.0097726,0.0051589,0.0076009,0,yang,part2,3,365
0.013845,0.0040415,0.044165,0.022881,0.0040056,0.016438,0.0077343,0.016308,0.010284,0.015388,0.019221,0.053218,0.0073501,0.01239,0.0066043,0.01144,0.0044466,0.013092,0.0080525,0.037737,0.0049388,0.0051092,0.0056131,0.0049231,0,yang,part2,3,366
0.023457,0.0089471,0.046654,0.099024,0.0030857,0.023658,0.018374,0.024794,0.0096105,0.025347,0.022627,0.057917,0.0068193,0.016093,0.011116,0.011669,0.011603,0.025933,0.023212,0.055259,0.011951,0.01818,0.0058255,0.015161,0,yang,part2,3,367
0.012147,0.0077154,0.02357,0.019861,0.0036226,0.020167,0.0063634,0.017854,0.010437,0.012473,0.029567,0.041833,0.010281,0.014281,0.011266,0.013034,0.01019,0.023773,0.024977,0.03204,0.0094929,0.016212,0.0051507,0.013656,0,yang,part2,3,368
0.021208,0.0065056,0.038074,0.0092334,0.0032628,0.016571,0.011917,0.021989,0.012284,0.014193,0.029429,0.026668,0.0095408,0.010865,0.019711,0.010166,0.015891,0.03683,0.031894,0.044342,0.025934,0.021276,0.020686,0.016668,0,yang,part2,3,369
0.039593,0.011307,0.07405,0.015131,0.004906,0.048711,0.0352,0.047743,0.036338,0.03891,0.059489,0.052868,0.020554,0.052207,0.032126,0.045171,0.021643,0.041479,0.062684,0.061186,0.025167,0.060203,0.028124,0.037707,0,yang,part2,3,370
0.019538,0.0125,0.018995,0.0084172,0.002395,0.00703,0.015118,0.011174,0.012641,0.034523,0.012777,0.048184,0.008115,0.0064445,0.014807,0.0070315,0.0072347,0.017383,0.0087919,0.027729,0.014252,0.01116,0.012072,0.0075545,0,yang,part2,3,371
