alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self
0.13859,0.039361,0.14092,0.078155,0.011346,0.10546,0.27255,0.11254,0.13217,0.1391,0.15235,0.23476,0.059813,0.13727,0.15315,0.12559,0.067409,0.11153,0.13084,0.18704,0.08959,0.11057,0.11664,0.075426,1,tang,part2,3
0.084098,0.032699,0.12976,0.066116,0.0053723,0.046875,0.10726,0.061627,0.072248,0.11267,0.093846,0.16314,0.028242,0.049904,0.076417,0.05677,0.034992,0.058691,0.076979,0.16852,0.032263,0.049064,0.033344,0.041719,1,tang,part2,3
0.04861,0.033617,0.06823,0.062557,0.0022719,0.056413,0.043187,0.051623,0.068081,0.15266,0.081766,0.19489,0.019499,0.074676,0.042511,0.068447,0.037515,0.09914,0.11702,0.19579,0.024544,0.067745,0.02576,0.052052,1,tang,part2,3
0.07308,0.049523,0.13689,0.076977,0.0019645,0.067621,0.033917,0.078805,0.041549,0.059255,0.0975,0.15289,0.012782,0.082642,0.021124,0.067025,0.024181,0.053997,0.066327,0.15007,0.020088,0.038665,0.019921,0.030203,1,tang,part2,3
0.049821,0.030715,0.085515,0.06125,0.0027415,0.056926,0.068526,0.047019,0.065639,0.14349,0.12449,0.17393,0.022342,0.081256,0.03423,0.074808,0.033768,0.097377,0.18381,0.184,0.034908,0.09766,0.033061,0.065738,1,tang,part2,3
0.044232,0.0097993,0.095455,0.041303,0.0029695,0.029725,0.041677,0.04133,0.038968,0.046947,0.073333,0.13564,0.01654,0.048084,0.042533,0.041975,0.060572,0.1022,0.12526,0.2343,0.048535,0.091777,0.043271,0.076014,1,tang,part2,3
0.044483,0.014388,0.10635,0.038534,0.0018956,0.079278,0.038514,0.066052,0.049006,0.067596,0.099439,0.1409,0.016812,0.070693,0.034614,0.061044,0.031403,0.039892,0.062745,0.13968,0.037874,0.052555,0.038814,0.039181,1,tang,part2,3
0.10851,0.030972,0.12324,0.05265,0.0041119,0.085993,0.050632,0.11532,0.093486,0.13694,0.11304,0.21873,0.02304,0.10714,0.042573,0.10506,0.062224,0.12227,0.15113,0.20754,0.025848,0.11772,0.018476,0.095419,1,tang,part2,3
0.13165,0.042208,0.16542,0.1094,0.0097075,0.10436,0.14305,0.11954,0.094146,0.12921,0.12711,0.16589,0.041472,0.12214,0.087191,0.10641,0.054481,0.089689,0.15214,0.1439,0.064096,0.1056,0.079787,0.072535,1,tang,part2,3
0.12715,0.048125,0.20805,0.064551,0.0077138,0.23505,0.18612,0.18152,0.13602,0.18213,0.22427,0.2228,0.053091,0.14442,0.14042,0.14094,0.080405,0.13687,0.20218,0.26102,0.08119,0.20493,0.11109,0.12837,1,tang,part2,3
1,0.18056,0.62564,0.27008,0.062363,0.82867,0.95308,1,0.53746,0.64498,0.83852,0.67411,0.24032,0.80238,0.63419,0.63993,0.5339,0.63221,0.85244,0.78591,0.44646,0.84445,0.42613,0.70537,1,tang,part2,3
0.12658,0.052696,0.11408,0.1044,0.0065178,0.11823,0.079252,0.12424,0.073411,0.13143,0.11749,0.16956,0.031079,0.082198,0.056842,0.076915,0.053805,0.099994,0.10259,0.30303,0.048744,0.093178,0.039223,0.071059,1,tang,part2,3
0.074233,0.032035,0.14429,0.089426,0.0044137,0.10104,0.10088,0.088487,0.051214,0.10951,0.16703,0.14176,0.016468,0.11431,0.052501,0.083011,0.05314,0.12289,0.13803,0.21187,0.041147,0.080706,0.039257,0.068098,1,tang,part2,3
0.13951,0.05402,0.11502,0.067725,0.0057536,0.092836,0.10122,0.12456,0.083653,0.1042,0.075072,0.12166,0.044642,0.060409,0.10521,0.06614,0.042738,0.073732,0.079274,0.19313,0.045701,0.053229,0.04518,0.045039,1,tang,part2,3
0.024936,0.024053,0.037835,0.027775,0.0018071,0.017551,0.013193,0.020898,0.031094,0.07021,0.049795,0.15987,0.012244,0.022391,0.019548,0.024508,0.014852,0.056145,0.049077,0.15233,0.0080978,0.018619,0.0098262,0.015799,1,tang,part2,3
0.091337,0.036959,0.1007,0.07138,0.0051192,0.062937,0.095448,0.080697,0.07923,0.14364,0.1581,0.21556,0.022353,0.094104,0.054028,0.088381,0.049131,0.097583,0.13928,0.20988,0.03554,0.12411,0.03686,0.08276,1,tang,part2,3
0.19515,0.062178,0.11809,0.090447,0.010706,0.086325,0.1938,0.1326,0.15561,0.23507,0.15972,0.19865,0.062214,0.14523,0.1326,0.14842,0.12086,0.20273,0.19139,0.34594,0.097607,0.18516,0.080907,0.15717,1,tang,part2,3
0.076917,0.029419,0.11937,0.075582,0.0032129,0.055873,0.043966,0.070922,0.078017,0.14073,0.15577,0.18097,0.029713,0.056923,0.060226,0.068665,0.028878,0.069495,0.063447,0.20232,0.035685,0.029472,0.03636,0.02529,1,tang,part2,3
0.060318,0.039823,0.11235,0.046606,0.0029893,0.089341,0.10093,0.064858,0.062987,0.14897,0.10984,0.18313,0.025621,0.05841,0.054481,0.056584,0.047188,0.11607,0.12227,0.22899,0.031345,0.091365,0.028224,0.066651,1,tang,part2,3
0.16414,0.13773,0.1423,0.061498,0.0085016,0.16462,0.13208,0.1391,0.076879,0.17454,0.13425,0.17316,0.034671,0.13934,0.10358,0.092221,0.074552,0.12985,0.12699,0.20272,0.070578,0.10701,0.082861,0.084092,1,tang,part2,3
0.099444,0.068659,0.11019,0.062011,0.0024975,0.042953,0.049365,0.069482,0.054405,0.14816,0.080929,0.1628,0.011724,0.057659,0.01991,0.055987,0.034336,0.084476,0.09236,0.25338,0.026914,0.053523,0.022098,0.042891,1,tang,part2,3
0.072277,0.054624,0.083573,0.054616,0.0018485,0.055451,0.072741,0.038339,0.093929,0.19925,0.1472,0.19704,0.018519,0.12165,0.038434,0.10912,0.06451,0.083356,0.14174,0.22189,0.049497,0.11037,0.038746,0.094288,1,tang,part2,3
0.085201,0.026941,0.15473,0.063702,0.0023229,0.13755,0.024966,0.13126,0.13099,0.18234,0.19854,0.27102,0.028661,0.14051,0.046382,0.14246,0.029711,0.045426,0.060442,0.15216,0.03501,0.036283,0.033543,0.033233,1,tang,part2,3
0.11971,0.044229,0.13818,0.099964,0.0072209,0.11752,0.098023,0.12731,0.11907,0.13638,0.13784,0.20398,0.060171,0.11342,0.12183,0.11136,0.061681,0.0933,0.10848,0.14001,0.072924,0.10656,0.098581,0.070616,1,tang,part2,3
0.11383,0.081249,0.13339,0.13607,0.0037653,0.04508,0.090692,0.069928,0.056731,0.10317,0.11433,0.18753,0.032897,0.054899,0.09566,0.04589,0.054188,0.11543,0.12929,0.21352,0.043848,0.096825,0.035724,0.077069,1,tang,part2,3
0.059167,0.021484,0.10541,0.050941,0.0027865,0.076708,0.068863,0.07319,0.038408,0.061601,0.063065,0.078399,0.022484,0.042099,0.058306,0.03552,0.045702,0.063079,0.069074,0.1168,0.056754,0.066918,0.055765,0.052652,1,tang,part2,3
0.060291,0.024877,0.11593,0.064996,0.0013758,0.069611,0.015785,0.073608,0.032375,0.061942,0.06493,0.10392,0.0084489,0.033159,0.019192,0.034219,0.023138,0.05767,0.052073,0.10052,0.018843,0.03896,0.014178,0.03003,1,tang,part2,3
0.13566,0.075805,0.21657,0.15405,0.0073938,0.089971,0.13134,0.10282,0.10578,0.16651,0.123,0.24385,0.045547,0.12617,0.10075,0.11123,0.06545,0.13701,0.11279,0.16097,0.048246,0.086429,0.045119,0.075538,1,tang,part2,3
0.10131,0.034196,0.10599,0.053524,0.0052773,0.1034,0.070598,0.11491,0.086514,0.11877,0.13023,0.19056,0.028074,0.12156,0.051993,0.1042,0.068668,0.086918,0.11208,0.14424,0.069918,0.075618,0.064386,0.073884,1,tang,part2,3
0.124,0.041127,0.10761,0.070648,0.0075333,0.084648,0.13722,0.098118,0.098308,0.16088,0.14148,0.21107,0.038543,0.088662,0.10746,0.08297,0.051681,0.098581,0.09494,0.15379,0.065777,0.080056,0.078337,0.056416,1,tang,part2,3
0.048685,0.015502,0.0732,0.040789,0.004347,0.02957,0.063609,0.037092,0.040831,0.075552,0.098694,0.13283,0.012909,0.04704,0.029035,0.044684,0.051314,0.091353,0.13808,0.16624,0.041498,0.074546,0.024622,0.069105,1,tang,part2,3
0.095592,0.070406,0.20489,0.13778,0.0026617,0.10398,0.041964,0.099171,0.06697,0.12779,0.097325,0.16117,0.021725,0.073217,0.045169,0.067109,0.043438,0.14283,0.074947,0.22361,0.024025,0.062808,0.022981,0.050257,1,tang,part2,3
0.090922,0.041459,0.12189,0.09732,0.0039681,0.06894,0.080823,0.078575,0.043402,0.072997,0.083517,0.12025,0.020401,0.075856,0.061717,0.055251,0.027167,0.08697,0.10289,0.20542,0.040387,0.063388,0.045949,0.037769,1,tang,part2,3
0.073829,0.031093,0.066284,0.046348,0.0043877,0.032509,0.069367,0.049706,0.060633,0.076034,0.060914,0.13066,0.030203,0.022709,0.080401,0.035405,0.028529,0.062689,0.07318,0.13803,0.033141,0.055822,0.036601,0.039286,1,tang,part2,3
0.17469,0.04015,0.19987,0.089491,0.0070159,0.27191,0.091644,0.25871,0.10459,0.14379,0.10294,0.16721,0.036423,0.091079,0.076857,0.098583,0.023051,0.061075,0.12177,0.21422,0.030277,0.068498,0.051843,0.039233,1,tang,part2,3
0.084446,0.10965,0.077816,0.04694,0.0066377,0.051084,0.10885,0.067953,0.085331,0.24243,0.12949,0.16797,0.037044,0.093058,0.075523,0.082905,0.048871,0.13175,0.10453,0.1883,0.04084,0.092385,0.064717,0.060458,1,tang,part2,3
0.80277,0.13299,0.33132,0.18942,0.056182,0.26439,0.95345,0.54116,0.27968,0.36045,0.3429,0.38756,0.11883,0.30198,0.27049,0.28651,0.12033,0.19687,0.25317,0.26605,0.11825,0.19799,0.11416,0.1611,1,tang,part2,3
0.038189,0.015652,0.074655,0.047724,0.0019748,0.050342,0.038014,0.043252,0.035996,0.073557,0.062101,0.13771,0.016614,0.039755,0.041862,0.033315,0.030592,0.067826,0.064586,0.16518,0.041155,0.03974,0.034129,0.032025,1,tang,part2,3
0.12214,0.042488,0.12146,0.057039,0.0080286,0.11564,0.13363,0.12283,0.11673,0.13395,0.16981,0.19669,0.066177,0.10324,0.14801,0.10557,0.078258,0.14141,0.20463,0.30408,0.065836,0.1382,0.062639,0.10918,2,tang,part2,3
0.054536,0.027339,0.098989,0.067687,0.0039685,0.051976,0.044947,0.047923,0.051451,0.11663,0.064195,0.18965,0.02892,0.036423,0.064845,0.033806,0.048279,0.10555,0.080619,0.21497,0.056832,0.057716,0.054035,0.046762,2,tang,part2,3
0.071867,0.032124,0.15875,0.096264,0.0027572,0.080834,0.069501,0.080583,0.090372,0.17906,0.1006,0.17647,0.02669,0.06453,0.083381,0.067388,0.048715,0.10666,0.10178,0.23713,0.042681,0.08081,0.035739,0.064528,2,tang,part2,3
0.079838,0.031117,0.11475,0.053604,0.0036455,0.10001,0.033113,0.101,0.035015,0.084283,0.099828,0.16684,0.009024,0.058524,0.022129,0.045766,0.024795,0.081452,0.078512,0.23229,0.019203,0.038089,0.017374,0.029258,2,tang,part2,3
0.10981,0.044308,0.11034,0.064477,0.0055359,0.10013,0.098166,0.1083,0.083401,0.14527,0.15441,0.24466,0.026885,0.13361,0.071218,0.10723,0.079313,0.13605,0.16954,0.27772,0.057705,0.12462,0.053286,0.10365,2,tang,part2,3
0.15808,0.070409,0.14189,0.1452,0.012011,0.095798,0.19131,0.11041,0.1252,0.24741,0.16573,0.32413,0.052918,0.15124,0.14886,0.1185,0.10195,0.31852,0.31811,0.44505,0.10014,0.13539,0.11541,0.10532,2,tang,part2,3
0.11547,0.049746,0.1766,0.093905,0.0058415,0.07387,0.11607,0.091215,0.10015,0.17527,0.16452,0.2968,0.041339,0.10055,0.080934,0.097815,0.07443,0.1538,0.18877,0.24799,0.056031,0.15332,0.052359,0.11104,1,tang,part2,3
0.069676,0.037399,0.11811,0.068117,0.0036566,0.072452,0.094653,0.068979,0.078672,0.14982,0.16217,0.31574,0.03722,0.12858,0.12525,0.092222,0.043342,0.092249,0.14554,0.23823,0.047833,0.10261,0.060514,0.066443,2,tang,part2,3
0.15115,0.060217,0.16344,0.11596,0.0079417,0.10855,0.15335,0.12076,0.094715,0.13188,0.14748,0.26304,0.042578,0.096425,0.11804,0.085594,0.054519,0.097086,0.19553,0.21366,0.066165,0.15051,0.10494,0.08664,2,tang,part2,3
0.10052,0.041897,0.20765,0.076581,0.0035065,0.11217,0.061825,0.12214,0.082599,0.12848,0.11815,0.24243,0.025742,0.072928,0.048974,0.078318,0.040672,0.10042,0.080808,0.26564,0.039934,0.039104,0.038843,0.037536,2,tang,part2,3
0.026719,0.017098,0.066803,0.040281,0.0015979,0.01614,0.035605,0.016655,0.028844,0.069693,0.057939,0.15409,0.010818,0.029139,0.02724,0.023946,0.01582,0.052197,0.060314,0.25062,0.017389,0.020898,0.011714,0.016702,1,tang,part2,3
0.065215,0.013661,0.062871,0.044072,0.0041963,0.048446,0.057054,0.065111,0.030253,0.036448,0.057913,0.10561,0.019419,0.030189,0.045708,0.027473,0.032065,0.082577,0.037587,0.19275,0.041437,0.035045,0.033776,0.029252,1,tang,part2,3
0.14326,0.051264,0.22067,0.12664,0.0099819,0.11433,0.22951,0.11635,0.15742,0.24851,0.35931,0.3262,0.060118,0.27089,0.15904,0.21315,0.11375,0.20752,0.21952,0.30329,0.0876,0.1968,0.10925,0.14896,1,tang,part2,3
0.16849,0.051542,0.17007,0.11384,0.011217,0.098951,0.1953,0.13181,0.10928,0.16559,0.14025,0.22947,0.051096,0.098021,0.13978,0.094716,0.057429,0.11694,0.11486,0.2372,0.064956,0.086564,0.078001,0.066549,1,tang,part2,3
0.27707,0.087148,0.3289,0.1296,0.020452,0.19113,0.46197,0.20065,0.27975,0.41757,0.48368,0.43396,0.11856,0.34624,0.42857,0.27793,0.25494,0.33614,0.32218,0.40181,0.30127,0.31765,0.41933,0.24307,1,tang,part3,1
0.14854,0.044064,0.099802,0.058751,0.0074999,0.06831,0.16659,0.094347,0.096013,0.10755,0.15334,0.16849,0.05157,0.13559,0.13447,0.10656,0.065476,0.081763,0.10518,0.15776,0.10417,0.10104,0.1186,0.070146,1,tang,part3,1
0.2091,0.059355,0.41253,0.097575,0.019567,0.24795,0.39962,0.2299,0.20407,0.2667,0.24468,0.26672,0.11101,0.19359,0.27882,0.17696,0.13881,0.20117,0.31934,0.28943,0.17549,0.26974,0.215,0.18504,1,tang,part3,1
0.36803,0.1004,0.39577,0.17882,0.02382,0.34837,0.6593,0.30993,0.31336,0.34109,0.4315,0.31533,0.15852,0.3996,0.46881,0.33735,0.20818,0.24288,0.44217,0.48463,0.24183,0.38121,0.28548,0.27172,2,tang,part3,1
0.50545,0.15496,0.67451,0.27434,0.018106,0.69142,0.32764,0.67223,0.47093,0.54924,0.47033,0.48326,0.1812,0.51416,0.47634,0.47842,0.40407,0.53808,0.7223,0.71075,0.32421,0.71845,0.28185,0.57893,2,tang,part3,1
0.23226,0.054516,0.21386,0.087555,0.01101,0.19959,0.22009,0.22652,0.11109,0.18556,0.3099,0.19846,0.041484,0.25293,0.12257,0.17817,0.19581,0.24921,0.24737,0.33375,0.17301,0.27374,0.16655,0.23351,2,tang,part3,1
0.07311,0.067435,0.122,0.1354,0.0024842,0.069771,0.052904,0.065809,0.032507,0.092813,0.078079,0.16982,0.015431,0.064237,0.04622,0.039626,0.026929,0.072762,0.091498,0.16057,0.027742,0.047366,0.028246,0.034198,2,tang,part3,1
0.18462,0.1005,0.27913,0.13169,0.0069896,0.21416,0.10662,0.22468,0.063745,0.17445,0.11963,0.14858,0.022921,0.096326,0.067018,0.075011,0.073447,0.12356,0.12761,0.17738,0.058265,0.14215,0.061751,0.10483,2,tang,part3,1
0.14246,0.044179,0.19839,0.13176,0.0093346,0.11575,0.17874,0.12569,0.092953,0.19729,0.16096,0.30841,0.040803,0.14155,0.1103,0.10169,0.094274,0.1029,0.16874,0.23772,0.14036,0.1068,0.15221,0.092607,2,tang,part3,1
0.10768,0.057855,0.3141,0.13055,0.0071644,0.28946,0.17442,0.2093,0.17355,0.28755,0.25935,0.36673,0.060202,0.17499,0.15967,0.16607,0.1555,0.20637,0.28734,0.31709,0.17002,0.23013,0.19132,0.1751,2,tang,part3,1
0.1717,0.071473,0.17751,0.080954,0.009904,0.15791,0.19038,0.15608,0.09749,0.10915,0.15104,0.15413,0.059648,0.12645,0.14821,0.1024,0.12484,0.15296,0.22849,0.27956,0.12468,0.18048,0.11672,0.15189,0,tang,part3,1
0.34682,0.099282,0.36721,0.15468,0.018248,0.39422,0.50939,0.33421,0.31122,0.32644,0.39046,0.3275,0.17726,0.33548,0.6075,0.26876,0.20205,0.23934,0.30995,0.31811,0.24028,0.25771,0.30489,0.20201,0,tang,part3,1
0.058258,0.019944,0.081165,0.032799,0.0027837,0.044992,0.0646,0.055328,0.044069,0.05355,0.087557,0.10399,0.020063,0.060415,0.050295,0.050868,0.055015,0.079729,0.089211,0.14829,0.073367,0.058411,0.072594,0.053601,1,tang,part3,1
0.12318,0.084329,0.10591,0.028766,0.0035807,0.091459,0.09579,0.096689,0.061848,0.13308,0.093214,0.11733,0.033797,0.053962,0.10422,0.046866,0.035847,0.054296,0.097636,0.10377,0.053421,0.070392,0.084334,0.042071,0,tang,part3,1
0.31564,0.10163,0.28952,0.11491,0.012967,0.22895,0.21692,0.29306,0.12991,0.17323,0.19881,0.16526,0.051315,0.18538,0.12673,0.15551,0.087545,0.09623,0.13611,0.17091,0.091623,0.13321,0.10593,0.10638,1,tang,part3,1
0.95242,0.19286,0.73513,0.33183,0.052612,0.78959,1,0.90955,1,1,1,0.85036,0.36477,1,0.89087,1,1,1,0.96715,0.98706,1,0.96673,1,1,1,tang,part3,1
0.059919,0.017667,0.084417,0.042862,0.0039244,0.047192,0.050434,0.05679,0.046723,0.065771,0.059175,0.079814,0.019907,0.051603,0.042035,0.046778,0.053744,0.068686,0.096312,0.11119,0.05591,0.081878,0.053965,0.0678,1,tang,part3,1
0.041854,0.012431,0.056098,0.027107,0.0034631,0.044037,0.054073,0.043698,0.061797,0.069271,0.084364,0.084484,0.02116,0.072339,0.04007,0.070073,0.019934,0.038042,0.052795,0.078318,0.019404,0.050513,0.012389,0.035038,1,tang,part3,1
0.069667,0.041298,0.10579,0.059171,0.0060913,0.081214,0.10408,0.0809,0.038672,0.079832,0.10921,0.12353,0.015121,0.072734,0.055799,0.051492,0.051704,0.068545,0.071473,0.09189,0.052933,0.074771,0.058452,0.061201,1,tang,part3,1
0.25937,0.036284,0.18079,0.10093,0.020527,0.11977,0.3761,0.17942,0.23186,0.21412,0.26286,0.26033,0.10706,0.25508,0.3131,0.22356,0.17636,0.19394,0.28295,0.24751,0.19627,0.22408,0.20828,0.19854,1,tang,part3,1
0.031788,0.0068469,0.053955,0.027461,0.0028795,0.038558,0.037367,0.039909,0.043847,0.043301,0.056174,0.082805,0.017972,0.067878,0.033769,0.056634,0.070397,0.088246,0.085075,0.13396,0.055667,0.075909,0.048422,0.075409,1,tang,part3,1
0.076274,0.018619,0.067388,0.047228,0.0042813,0.019714,0.10042,0.040622,0.039755,0.031492,0.046884,0.079302,0.025689,0.024428,0.077757,0.023963,0.019515,0.033386,0.041628,0.11228,0.024276,0.031181,0.021457,0.023373,1,tang,part3,1
0.076383,0.035656,0.085872,0.034747,0.0058884,0.046738,0.12325,0.054606,0.041934,0.10351,0.12263,0.11309,0.021295,0.057568,0.061697,0.048197,0.036737,0.073097,0.080365,0.082019,0.04072,0.055953,0.045391,0.04312,1,tang,part3,1
0.012546,0.0061422,0.027708,0.013985,0.0007881,0.0094565,0.0146,0.010058,0.014635,0.023074,0.021178,0.073753,0.0051106,0.02096,0.0088846,0.017001,0.0041077,0.015102,0.024529,0.0577,0.0047706,0.012839,0.0073804,0.0070821,1,tang,part3,1
0.12022,0.032538,0.16276,0.055031,0.0086403,0.17238,0.18316,0.15068,0.14362,0.1417,0.14288,0.13785,0.058727,0.13721,0.1462,0.13949,0.12228,0.1641,0.19776,0.21229,0.10666,0.17558,0.11297,0.14952,1,tang,part3,1
0.13382,0.037516,0.20113,0.043218,0.0063324,0.19281,0.12967,0.17727,0.058044,0.10532,0.20293,0.13556,0.026857,0.13581,0.12704,0.088386,0.082202,0.12257,0.1777,0.1568,0.066143,0.18812,0.085205,0.12788,1,tang,part3,1
0.047723,0.020423,0.070769,0.039218,0.0011793,0.0414,0.026951,0.047792,0.027587,0.054999,0.068963,0.10973,0.010256,0.036123,0.030081,0.029151,0.0159,0.037677,0.060604,0.072235,0.018947,0.0439,0.021627,0.026772,1,tang,part3,1
0.18834,0.042458,0.21963,0.10537,0.011763,0.20817,0.22686,0.21454,0.069008,0.095029,0.15424,0.12206,0.030894,0.16164,0.10425,0.10664,0.053721,0.051944,0.13069,0.12202,0.083497,0.10679,0.11814,0.066617,1,tang,part3,1
0.02244,0.012712,0.088207,0.038949,0.0010301,0.03632,0.02614,0.031363,0.023234,0.023508,0.059746,0.072742,0.01278,0.020438,0.032748,0.020185,0.022676,0.032645,0.052424,0.08445,0.022022,0.02728,0.023254,0.023994,1,tang,part3,1
0.082028,0.026735,0.16221,0.061307,0.0069851,0.1099,0.16104,0.094609,0.097874,0.14864,0.1106,0.1409,0.04482,0.11434,0.14863,0.09104,0.066324,0.092446,0.096294,0.18273,0.093448,0.085591,0.1157,0.065274,1,tang,part3,1
0.26296,0.059272,0.36995,0.091601,0.01795,0.39385,0.45005,0.33255,0.23812,0.24477,0.38828,0.25352,0.11632,0.35102,0.38723,0.27225,0.18244,0.18659,0.27447,0.2534,0.25146,0.25826,0.3363,0.18968,1,tang,part3,1
0.03241,0.0067166,0.044813,0.023546,0.002325,0.036679,0.019666,0.042503,0.035755,0.077025,0.05215,0.1547,0.010258,0.046384,0.011059,0.041563,0.044174,0.077226,0.088828,0.17629,0.028158,0.078303,0.014906,0.063999,1,tang,part3,1
0.019945,0.010042,0.033375,0.014261,0.00074144,0.027834,0.0049944,0.029291,0.016185,0.028277,0.025803,0.04625,0.0040675,0.024273,0.005393,0.021794,0.0088494,0.02495,0.042709,0.085496,0.013927,0.016333,0.0058126,0.012215,1,tang,part3,1
0.033846,0.01436,0.10349,0.038535,0.0018871,0.04188,0.029304,0.044244,0.021569,0.027035,0.0494,0.087622,0.012415,0.032583,0.045109,0.024945,0.030484,0.035423,0.055894,0.10987,0.043154,0.038248,0.045215,0.032123,1,tang,part3,1
0.019749,0.00976,0.053578,0.035134,0.0017882,0.017186,0.02061,0.018348,0.018273,0.023892,0.031775,0.052676,0.01632,0.017813,0.028994,0.015322,0.014767,0.032653,0.026466,0.062473,0.021671,0.014959,0.01663,0.012587,1,tang,part3,1
0.02598,0.0082731,0.065684,0.025666,0.0014594,0.035193,0.039397,0.029284,0.025022,0.040119,0.045225,0.058185,0.0096137,0.027137,0.024431,0.024645,0.022321,0.050992,0.049586,0.11553,0.016903,0.030408,0.015682,0.025707,1,tang,part3,1
0.10857,0.032616,0.12842,0.040096,0.0087825,0.10559,0.18081,0.096203,0.12518,0.11663,0.12791,0.16422,0.063744,0.11779,0.1325,0.11894,0.075988,0.084994,0.13471,0.17828,0.10283,0.12684,0.11427,0.089009,1,tang,part3,1
0.16311,0.067199,0.17205,0.086481,0.00737,0.14625,0.12758,0.16376,0.1121,0.14343,0.16968,0.21377,0.038266,0.14348,0.086553,0.13103,0.052215,0.073962,0.071321,0.15829,0.055014,0.053004,0.057037,0.050281,1,tang,part3,1
0.097183,0.051204,0.15542,0.058371,0.0049369,0.11026,0.12533,0.09402,0.06872,0.069633,0.10094,0.10665,0.038113,0.079583,0.13258,0.065687,0.083837,0.13406,0.11878,0.13286,0.094411,0.10521,0.11415,0.08649,1,tang,part3,1
0.052766,0.032638,0.089952,0.053072,0.003154,0.06721,0.052232,0.053236,0.057616,0.087076,0.068091,0.11274,0.025218,0.070888,0.072396,0.059883,0.049509,0.079599,0.066573,0.084193,0.057892,0.076585,0.045946,0.060579,1,tang,part3,1
0.040166,0.016726,0.1041,0.041706,0.0024508,0.063854,0.064533,0.051793,0.031798,0.04845,0.063892,0.073858,0.017148,0.033524,0.048829,0.029057,0.023195,0.03955,0.076821,0.15357,0.024603,0.038218,0.029396,0.028711,1,tang,part3,1
0.13201,0.026582,0.22119,0.049702,0.015006,0.14808,0.39955,0.11135,0.078614,0.094552,0.20459,0.1394,0.055067,0.16708,0.25202,0.094748,0.12867,0.14299,0.21416,0.27761,0.13703,0.19614,0.16913,0.15485,1,tang,part3,1
0.030634,0.018232,0.067157,0.042095,0.0011407,0.021087,0.024947,0.02488,0.013218,0.0078077,0.023131,0.02841,0.012313,0.018393,0.028317,0.013664,0.013205,0.028612,0.032623,0.080043,0.021716,0.016798,0.018699,0.013683,1,tang,part3,1
0.019272,0.0061525,0.082031,0.019036,0.0018485,0.017883,0.019594,0.021182,0.014803,0.015504,0.050694,0.044728,0.012888,0.022311,0.025035,0.016531,0.014212,0.029293,0.031763,0.094664,0.017666,0.020156,0.02175,0.013151,1,tang,part3,1
0.023982,0.0059882,0.032452,0.010427,0.001219,0.015856,0.022829,0.020959,0.02544,0.033736,0.054771,0.046954,0.012879,0.034129,0.02764,0.028617,0.016501,0.036839,0.041643,0.095902,0.017796,0.032885,0.013684,0.023174,1,tang,part3,1
0.017872,0.0048109,0.082101,0.028591,0.0012709,0.016412,0.01913,0.016132,0.0058761,0.0068453,0.02563,0.018414,0.0075025,0.010442,0.012336,0.0080756,0.0076827,0.013452,0.029294,0.067537,0.017714,0.014593,0.013392,0.0096264,1,tang,part3,1
0.062762,0.019472,0.10173,0.013872,0.0036002,0.086344,0.049307,0.082661,0.097756,0.11531,0.089295,0.10034,0.036645,0.10326,0.069555,0.099875,0.065308,0.08329,0.08382,0.14178,0.058722,0.086355,0.044716,0.0794,1,tang,part3,1
0.077718,0.03676,0.14795,0.051295,0.0028828,0.095106,0.063745,0.096398,0.10727,0.14821,0.22707,0.19553,0.031422,0.19675,0.068994,0.15766,0.059794,0.090602,0.095353,0.15517,0.063384,0.085563,0.051434,0.072223,1,tang,part3,1
0.076406,0.051031,0.11042,0.067328,0.0022729,0.052883,0.046857,0.061232,0.050508,0.11123,0.069476,0.13847,0.01667,0.043601,0.030273,0.04483,0.054763,0.079091,0.094549,0.1174,0.062758,0.059239,0.066749,0.053948,1,tang,part3,1
0.078801,0.017782,0.15057,0.050548,0.0052392,0.086269,0.098614,0.087532,0.055936,0.068174,0.13299,0.17077,0.027994,0.064708,0.058281,0.058187,0.04656,0.064043,0.10539,0.13936,0.049348,0.059732,0.064172,0.050957,1,tang,part3,1
0.01626,0.0092071,0.039967,0.015952,0.0010832,0.030159,0.016508,0.023324,0.013002,0.021156,0.047035,0.036137,0.0054732,0.013004,0.013125,0.013291,0.024403,0.066376,0.049423,0.10805,0.01739,0.048414,0.017389,0.032932,1,tang,part3,1
0.028158,0.007816,0.059753,0.023548,0.0012089,0.032823,0.015748,0.03663,0.034306,0.051331,0.091843,0.1069,0.0056799,0.058876,0.0071884,0.051191,0.013535,0.029865,0.046928,0.083753,0.012097,0.027775,0.0071485,0.021331,1,tang,part3,1
0.034862,0.005,0.049346,0.021405,0.002835,0.049578,0.050171,0.042846,0.018413,0.021534,0.054144,0.065542,0.012991,0.030688,0.032895,0.022839,0.023265,0.043622,0.059979,0.133,0.026822,0.036892,0.024449,0.028773,1,tang,part3,1
